dirbtinis	Toks, kurį padarė žmogus; ne iš gamtos.	artificial	Such that a person made; not from nature.	Ant stalo stovi dirbtinės gėlės.	On the table stand artificial flowers.	adj
dokumentas	Popierius su tavo vardu, nuotrauka ir parašu.	document	A paper with your name, photograph and signature.	Muitininkas tikrina turistų dokumentus.	The customs officer checks the tourists' documents.	noun
domėtis	Norėti žinoti daug apie įdomų dalyką.	to be interested	To want to know much about an interesting thing.	Sūnus domisi automobiliais.	The son is interested in cars.	verb
dovanoti	Duoti gražų daiktą draugui per šventę.	to give (as a gift)	To give a beautiful thing to a friend at a celebration.	Tėvas dovanoja sūnui dviratį.	The father gives the son a bicycle as a gift.	verb
draugė	Moteris, su kuria dažnai kalbame ir einame kartu.	female friend	A woman with whom we often speak and go together.	Sesuo eina į kiną su drauge.	The sister goes to the cinema with a female friend.	noun
dribsniai	Sausas maistas, kurį ryte valgome su pienu.	cereal	Dry food which in the morning we eat with milk.	Vaikai pusryčiams valgo dribsnius su pienu.	The children for breakfast eat cereal with milk.	noun
duona	Juodas arba baltas kepalas; valgome jį su sviestu.	bread	A black or white loaf; we eat it with butter.	Ryte valgau duonos su sūriu.	In the morning I eat bread with cheese.	noun
dvidešimtas	Toks, kuris eilėje eina po devyniolikto.	twentieth	One that in a row comes after the nineteenth.	Jis gyvena dvidešimtame aukšte.	He lives on the twentieth floor.	adj
dvyliktas	Toks, kuris eilėje eina po vienuolikto.	twelfth	One that in a row comes after the eleventh.	Sūnus mokosi dvyliktoje klasėje.	The son studies in the twelfth class.	adj
dėdė	Mamos arba tėvo brolis.	uncle	The mother's or father's brother.	Vakar mieste sutikau dėdę.	Yesterday in the city I met the uncle.	noun
dėti	Imti daiktą ir palikti jį, kur reikia: ant stalo ar krepšyje.	to put	To take a thing and leave it where it is needed: on the table or in a bag.	Mama deda lėkštes ant stalo.	Mother puts plates on the table.	verb
džiaugsmas	Kai žmogus labai linksmas ir šypsosi.	joy	When a person is very cheerful and smiles.	Mama verkė iš džiaugsmo.	Mother wept from joy.	noun
džiaugtis	Rodyti, kad esi labai linksmas ir laimingas.	to rejoice	To show that you are very cheerful and happy.	Vaikai džiaugiasi nauju žaidimu.	The children rejoice at the new game.	verb
eglė	Žalias miško medis; jį puošia per Kalėdas.	spruce	A green forest tree; it is decorated at Christmas.	Miške auga aukštos eglės.	In the forest grow tall spruces.	noun
eilėraštis	Gražus trumpas kūrinys, kurį vaikai mokosi mokykloje.	poem	A beautiful short work which children learn at school.	Mokinys mokykloje skaitė eilėraštį.	The pupil at school read a poem.	noun
