kariauti	Kai šalys su ginklais eina viena prieš kitą.	to wage war	When countries with weapons go one against the other.	Senais laikais žmonės dažnai kariavo.	In old times people often waged war.	verb
šautuvas	Ilgas ginklas, kurį turi kareiviai.	rifle	A long weapon that soldiers have.	Kareiviai turi šautuvus.	The soldiers have rifles.	noun
bomba	Ginklas, kuris kare daro didelį sprogimą.	bomb	A weapon that in war makes a big explosion.	Kareiviai rado seną bombą.	The soldiers found an old bomb.	noun
sprogimas	Kai bomba staiga sukelia didelį garsą ir ugnį, o namai griūva.	explosion	When a bomb suddenly causes a big noise and fire, and houses collapse.	Mieste girdėjome didelį sprogimą.	In the city we heard a big explosion.	noun
problema	Sunkus dalykas – reikia galvoti, ką daryti.	problem	A difficult thing — one must think what to do.	Turime didelę problemą.	We have a big problem.	noun
pagalba	Kai draugas ką nors daro, nes tau vienam sunku.	help	When a friend does something because it is hard for you alone.	Ligoniui reikia gydytojo pagalbos.	The patient needs the doctor's help.	noun
parama	Pinigai ar daiktai žmonėms, kurie gyvena sunkiai.	support	Money or things for people who live with difficulty.	Šeima gauna paramą iš savivaldybės.	The family gets support from the municipality.	noun
globa	Kai vaikas be tėvų gauna naują šeimą.	guardianship	When a child without parents gets a new family.	Vaikas gyvena močiutės globoje.	The child lives in the grandmother's guardianship.	noun
pensininkas	Senas žmogus, kuris jau nedirba ir gauna pinigus.	pensioner	An old person who no longer works and gets money.	Parduotuvėje pensininkai gauna nuolaidą.	In the shop pensioners get a discount.	noun
darbuotojas	Žmogus, kuriam viršininkas moka algą.	worker	A person to whom the boss pays a wage.	Fabrike yra daug darbuotojų.	In the factory there are many workers.	noun
bedarbis	Žmogus, kuris neturi algos ir ieško naujos vietos.	unemployed person	A person who has no wage and looks for a new place.	Mieste yra daug bedarbių.	In the city there are many unemployed people.	noun
padėti	Daryti darbą kartu su žmogumi, kuriam vienam sunku.	to help	To do work together with a person for whom it is hard alone.	Sūnus padeda tėvui garaže.	The son helps father in the garage.	verb
kūnas	Visos žmogaus dalys: galva, rankos ir kojos.	body	All the parts of a person: the head, the arms and the legs.	Po sporto skauda kūną.	After sport the body hurts.	noun
akis	Veido dalis, kuria matome.	eye	The part of the face with which we see.	Mergaitė turi mėlynas akis.	The girl has blue eyes.	noun
ausis	Galvos dalis, kuria girdime.	ear	The part of the head with which we hear.	Muzikos klausome ausimis.	We listen to music with our ears.	noun
galva	Kūno dalis viršuje; ten yra akys ir burna.	head	The part of the body at the top; there are the eyes and the mouth.	Ant galvos jis turi kepurę.	On the head he has a cap.	noun
kaklas	Kūno dalis tarp galvos ir krūtinės.	neck	The part of the body between the head and the chest.	Šalikas yra ant kaklo.	The scarf is on the neck.	noun
koja	Ilga kūno dalis, kuria einame ir bėgame.	leg	A long part of the body with which we walk and run.	Po ilgos kelionės skauda kojas.	After a long journey the legs hurt.	noun
nosis	Veido dalis viduryje; ja jaučiame kvapą.	nose	The part of the face in the middle; with it we feel a smell.	Šuo turi šaltą nosį.	The dog has a cold nose.	noun
pilvas	Kūno dalis, į kurią eina maistas.	belly	The part of the body into which food goes.	Po pietų skauda pilvą.	After lunch the belly hurts.	noun
ranka	Kūno dalis su pirštais; ja imame daiktus.	hand	The part of the body with fingers; with it we take things.	Mergaitė laiko knygą rankoje.	The girl holds a book in her hand.	noun
širdis	Kūno dalis krūtinėje; ji dirba dieną ir naktį.	heart	A part of the body in the chest; it works day and night.	Gydytojas klauso širdies.	The doctor listens to the heart.	noun
gerklė	Kūno dalis, pro kurią maistas eina į pilvą.	throat	The part of the body through which food goes into the belly.	Gydytojas žiūri į gerklę.	The doctor looks into the throat.	noun
jaustis	Kai tau viduje yra gerai arba blogai.	to feel	When inside you it is good or bad.	Šiandien jaučiuosi labai gerai.	Today I feel very good.	verb
patenkintas	Toks, kuris gavo, ko norėjo, ir dabar džiaugiasi.	satisfied	One who got what he wanted and now is glad.	Klientai buvo patenkinti nauju viešbučiu.	The clients were satisfied with the new hotel.	adj
alkanas	Toks, kuris nori valgyti.	hungry	One who wants to eat.	Vaikai grįžo iš mokyklos alkani.	The children returned from school hungry.	adj
pavargti	Kai po ilgo darbo nori tik gulėti ir miegoti.	to get tired	When after long work you want only to lie and sleep.	Po darbo tėvas labai pavargo.	After work father got very tired.	verb
stiprus	Toks, kuris gali nešti sunkius daiktus; ne silpnas.	strong	One who can carry heavy things; not weak.	Sportininkas turi stiprias rankas.	The sportsman has strong arms.	adj
silpnas	Toks, kuris negali nešti sunkių daiktų; ne stiprus.	weak	One who cannot carry heavy things; not strong.	Po ligos ji jautėsi labai silpna.	After the illness she felt very weak.	adj
