šviesus	Toks, kuriame gerai matome; ne tamsus.	bright	One in which we see well; not dark.	Ji gyvena šviesiame bute.	She lives in a bright flat.	adj
šypsotis	Tyliai rodyti veidu, kad esi laimingas; balso negirdėti.	to smile	To show quietly with the face that you are happy; no voice is heard.	Mergaitė šypsosi nuotraukoje.	The girl smiles in the photograph.	verb
ūgis	Kiek žmogus yra aukštas nuo kojų iki galvos.	height	How tall a person is from the feet to the head.	Mano brolis yra aukšto ūgio.	My brother is tall.	noun
ūkininkas	Žmogus, kuris dirba kaime ir laiko gyvūnus.	farmer	A person who works in the village and keeps animals.	Turguje kalbėjome su ūkininku.	At the market we talked with a farmer.	noun
žadinti	Ryte kelti vaiką ar draugą iš lovos.	to wake	In the morning to lift a child or a friend from bed.	Rytą mama žadina vaikus.	In the morning mother wakes the children.	verb
žaibas	Stipri šviesa danguje per lietų.	lightning	A strong light in the sky during rain.	Per audrą matėme didelį žaibą.	During the storm we saw big lightning.	noun
žilas	Toks, kurio plaukai jau balti nuo senatvės.	grey-haired	One whose hair is already white from old age.	Senelis turi žilus plaukus.	Grandfather has grey hair.	adj
žinoti	Suprasti, kas yra tikra; nereikia klausti kito.	to know	To understand what is true; there is no need to ask another.	Mokytoja žino mano vardą.	The teacher knows my name.	verb
žirgas	Gražus ir greitas arklys, ant kurio joja žmonės.	steed	A beautiful and fast horse on which people ride.	Jaunas vyras joja baltu žirgu.	A young man rides a white steed.	noun
žirklės	Daiktas, kuriuo kerpame popierių ir plaukus.	scissors	A thing with which we cut paper and hair.	Padėk žirkles ant stalo.	Put the scissors on the table.	noun
žiūrovas	Žmogus, kuris sėdi salėje ir mato filmą.	spectator	A person who sits in the hall and sees a film.	Salėje buvo daug žiūrovų.	In the hall there were many spectators.	noun
žvakutė	Mažas daiktas, kuris dega ir duoda šviesą.	candle	A small thing that burns and gives light.	Ant torto dega mažos žvakutės.	On the cake burn small candles.	noun
žydas	Senos tautos žmogus; ši tauta seniai gyvena Vilniuje ir visame pasaulyje.	Jew	A person of an old nation; this nation has long lived in Vilnius and all over the world.	Vilniuje gyveno daug žydų.	In Vilnius lived many Jews.	noun
žydėti	Turėti gražias gėles; taip daro medžiai pavasarį.	to bloom	To have beautiful flowers; so do trees in spring.	Vasarą sode žydi rožės.	In summer in the garden bloom roses.	verb
žąsis	Didelis baltas gyvūnas; jis gyvena prie vandens.	goose	A big white animal; it lives by the water.	Ežere plaukia kelios žąsys.	In the lake swim several geese.	noun
daiktas	Tai, ką galime imti į rankas ir nešti.	thing	That which we can take in the hands and carry.	Krepšyje yra daug daiktų.	In the bag there are many things.	noun
dalykas	Kažkas, apie ką kalbame ar galvojame.	thing	Something that we talk or think about.	Jis sakė man įdomų dalyką.	He said to me an interesting thing.	noun
reikalas	Svarbus dalykas, kurį žmogus turi sutvarkyti mieste ar banke.	matter	An important thing that a person must sort out in the city or at the bank.	Turiu vieną reikalą mieste.	I have one matter in the city.	noun
veikla	Tai, ką žmogus daro laisvalaikiu ar darbe.	activity	That which a person does in free time or at work.	Mokykloje yra daug įdomios veiklos.	At school there is much interesting activity.	noun
tauta	Visi žmonės, kurie turi vieną kalbą ir šalį.	nation	All the people who have one language and country.	Mokytojas pasakoja apie mūsų tautą.	The teacher tells about our nation.	noun
mandagus	Toks, kuris visada gražiai kalba su žmonėmis.	polite	One who always speaks nicely with people.	Kalbėjome su mandagiu pardavėju.	We talked with a polite salesman.	adj
tiesa	Tikri žodžiai apie tai, kas buvo.	truth	True words about what was.	Vaikas sakė tiesą mamai.	The child told the truth to mother.	noun
stiklas	Kieta medžiaga languose ir buteliuose.	glass	A hard material in windows and in bottles.	Langas yra iš stiklo.	The window is from glass.	noun
dalis	Vienas gabalas iš didelio daikto.	part	One piece from a big thing.	Vaikas valgo tik dalį torto.	The child eats only a part of the cake.	noun
viršus	Ta daikto vieta, kuri yra aukštai.	top	That place of a thing which is high up.	Ant spintos viršaus guli knyga.	On the cupboard top lies a book.	noun
žemė	Ji yra po mūsų kojomis; joje auga medžiai.	earth	It is under our feet; in it grow trees.	Vaikai žaidžia ant žemės.	The children play on the earth.	noun
kvapas	Tai, ką jaučiame nosimi.	smell	That which we feel with the nose.	Gėlės turi malonų kvapą.	The flowers have a pleasant smell.	noun
spalva	Raudona, mėlyna ar žalia; tai matome akimis.	colour	Red, blue or green; this we see with the eyes.	Ši suknelė yra gražios spalvos.	This dress is of a beautiful colour.	noun
