uždegimas	Liga, kai kūno vieta karšta ir skauda.	inflammation	An illness when a place in the body is hot and hurts.	Vaikas serga plaučių uždegimu.	The child is ill with a lung inflammation.	noun
kosėti	Kai skauda gerklę, stipriai leisti orą pro burną.	to cough	When the throat hurts, to let air out strongly through the mouth.	Ligonis kosėjo naktį.	The sick person coughed at night.	verb
čiaudėti	Greitai leisti orą pro nosį; dažnai nuo slogos.	to sneeze	To let air out quickly through the nose; often from a runny nose.	Vaikas čiaudėjo ir kosėjo.	The child sneezed and coughed.	verb
kraujas	Raudonas vanduo, kuris teka žmogaus kūne.	blood	Red water that flows in a person's body.	Ant grindų buvo daug kraujo.	On the floor there was a lot of blood.	noun
kraujospūdis	Skaičius, kuris rodo, kaip stipriai kūne juda kraujas.	blood pressure	A number that shows how strongly blood moves in the body.	Gydytojas matuoja mano kraujospūdį.	The doctor measures my blood pressure.	noun
matuoti	Žiūrėti, kiek yra metrų ar laipsnių.	to measure	To look at how many metres or degrees there are.	Slaugytojas matuoja ligonio temperatūrą.	The nurse measures the sick person's temperature.	verb
operacija	Kai chirurgas ligoninėje pjauna ir gydo ligonį.	operation	When the surgeon in the hospital cuts and treats a sick person.	Chirurgas darė operaciją ligoninėje.	The surgeon did an operation in the hospital.	noun
kristi	Greitai judėti iš viršaus žemyn, kai niekas nelaiko.	to fall	To move quickly from above downwards, when nothing holds you.	Obuolys krenta nuo medžio.	The apple falls from the tree.	verb
susilaužyti	Kristi ir sužeisti kaulą rankoje ar kojoje.	to break a bone	To fall and injure a bone in the arm or leg.	Vaikas krito ir susilaužė ranką.	The child fell and broke his arm.	verb
nudegti	Ilgai būti saulėje; po to oda raudona ir skauda.	to get burnt	To be in the sun for a long time; afterwards the skin is red and hurts.	Vasarą aš nudegiau prie jūros.	In summer I got burnt by the sea.	verb
susižeisti	Kristi ir sau padaryti skausmą; teka kraujas.	to get injured	To fall and cause yourself pain; blood flows.	Sportininkas susižeidė koją.	The sportsman got injured in the leg.	verb
žaizda	Vieta ant odos, iš kurios teka kraujas.	wound	A place on the skin from which blood flows.	Gydytojas plovė žaizdą vandeniu.	The doctor washed the wound with water.	noun
apsinuodyti	Valgyti blogą maistą ir po to sunkiai sirgti.	to get poisoned	To eat bad food and afterwards be seriously ill.	Turistai apsinuodijo blogu maistu.	The tourists got poisoned by bad food.	verb
epidemija	Kai mieste greitai serga labai daug žmonių.	epidemic	When in the city very many people quickly fall ill.	Visi kalbėjo apie gripo epidemiją.	Everybody talked about the flu epidemic.	noun
gyvas	Toks, kuris valgo ir miega; ne miręs.	alive	One who eats and sleeps; not dead.	Ta gėlė dar gyva.	That flower is still alive.	adj
gyvenimas	Žmogaus laikas nuo vaikystės iki senatvės.	life	A person's time from childhood to old age.	Ji daug kalbėjo apie savo gyvenimą.	She talked a lot about her life.	noun
gydytojas	Žmogus, kuris dirba ligoninėje ir padeda ligoniams.	doctor	A person who works in the hospital and helps the sick.	Ligoninėje kalbėjome su gydytoju.	In the hospital we talked with the doctor.	noun
specialistas	Žmogus, kuris labai gerai moka vieną darbą.	specialist	A person who knows one job very well.	Mums reikia gero specialisto.	We need a good specialist.	noun
odontologas	Gydytojas, kuris gydo dantis.	dentist	A doctor who treats teeth.	Mano dantį gydė odontologas.	My tooth was treated by the dentist.	noun
chirurgas	Gydytojas, kuris daro operacijas.	surgeon	A doctor who does operations.	Ligonis kalbėjo su chirurgu.	The sick person talked with the surgeon.	noun
slaugytojas	Žmogus, kuris ligoninėje padeda gydytojui ir ligoniams.	nurse	A person who in the hospital helps the doctor and the sick.	Ligoninėje dirba daug slaugytojų.	In the hospital work many nurses.	noun
vaistininkas	Žmogus, kuris parduoda tabletes pagal receptą.	pharmacist	A person who sells pills according to a prescription.	Vaistinėje kalbėjau su vaistininku.	At the chemist's I talked with the pharmacist.	noun
vaistinė	Parduotuvė, kurioje perkame tabletes ir tepalus.	pharmacy	A shop where we buy pills and ointments.	Einu į vaistinę pirkti vaistų.	I go to the pharmacy to buy medicine.	noun
vaistai	Tabletės ir milteliai, kuriuos geriame, kai sergame.	medicine	Pills and powders that we take when we are ill.	Ligonis geria vaistus kas dieną.	The sick person takes medicine every day.	noun
receptas	Popierius nuo gydytojo, su kuriuo perkame tabletes.	prescription	A paper from the doctor with which we buy pills.	Gydytojas rašo receptą.	The doctor writes a prescription.	noun
nuolaida	Kai parduotuvėje daiktas kainuoja mažiau.	discount	When in the shop a thing costs less.	Parduotuvėje gavome didelę nuolaidą.	In the shop we got a big discount.	noun
tabletė	Mažas apvalus vaistas, kurį geriame su vandeniu.	pill	A small round medicine that we take with water.	Ligonis geria tabletę su vandeniu.	The sick person takes a pill with water.	noun
kapsulė	Ilgas apvalus vaistas; jame yra milteliai.	capsule	A long round medicine; inside it there is powder.	Ryte geriu vieną kapsulę.	In the morning I take one capsule.	noun
milteliai	Balti vaistai, kuriuos reikia maišyti su vandeniu.	powder	White medicine that must be mixed with water.	Vaistinėje pirkome baltus miltelius.	In the pharmacy we bought white powder.	noun
injekcija	Kai slaugytojas adata leidžia vaistus į kūną.	injection	When the nurse with a needle puts medicine into the body.	Slaugytojas padarė injekciją į ranką.	The nurse made an injection into the arm.	noun
tepalas	Vaistas, kurį dedame ant odos.	ointment	A medicine that we put on the skin.	Vaistinėje pirkau naują tepalą.	In the pharmacy I bought a new ointment.	noun
švirkštas	Daiktas su adata; juo gydytojas daro injekciją.	syringe	A thing with a needle; with it the doctor makes an injection.	Slaugytojas ėmė naują švirkštą.	The nurse took a new syringe.	noun
ampulė	Mažas stiklo butelis su vaistais injekcijai.	ampoule	A small glass bottle with medicine for an injection.	Gydytojas ėmė vaistus iš ampulės.	The doctor took medicine from the ampoule.	noun
klinika	Maža ligoninė, kur dirba gydytojai.	clinic	A small hospital where doctors work.	Mama dirba naujoje klinikoje.	Mother works in a new clinic.	noun
sanatorija	Vieta prie jūros, kur ligoniai ilsisi ir sveiksta.	sanatorium	A place by the sea where the sick rest and recover.	Senelis ilsisi sanatorijoje prie jūros.	Grandfather rests in the sanatorium by the sea.	noun
registratūra	Vieta ligoninėje, kur ligoniai gauna laiką pas gydytoją.	reception desk	A place in the hospital where the sick get an appointment with the doctor.	Ligoniai laukia eilėje registratūroje.	The sick wait in a queue at the reception desk.	noun
pacientas	Žmogus, kuris atėjo į kliniką pas savo gydytoją.	patient	A person who has come to the clinic to his own doctor.	Gydytojas kalbėjo su pacientu.	The doctor talked with the patient.	noun
palata	Kambarys ligoninėje, kur ligoniai guli lovose.	ward	A room in the hospital where the sick lie in beds.	Ligoniai guli didelėje palatoje.	The sick lie in a big ward.	noun
apžiūrėti	Tikrinti ligonio kūną; taip daro gydytojas.	to examine	To check a sick person's body; this is what a doctor does.	Gydytojas apžiūrėjo vaiko gerklę.	The doctor examined the child's throat.	verb
optika	Parduotuvė, kurioje perkame akinius.	optician's shop	A shop where we buy glasses.	Akinius pirkome naujoje optikoje.	Glasses we bought in the new optician's shop.	noun
matyti	Akimis žinoti, kas yra prieš tave.	to see	To know with the eyes what is in front of you.	Iš lango matau didelį parką.	From the window I see a big park.	verb
