vidurnaktis	Dvylikta valanda, kai tamsu ir visi miega.	midnight	The twelfth hour, when it is dark and everyone sleeps.	Grįžome namo po vidurnakčio.	We returned home after midnight.	noun	14-laikas-ir-orai
vidurys	Vieta tarp pradžios ir pabaigos.	middle	A place between the beginning and the end.	Kambario viduryje stovi stalas.	In the middle of the room stands a table.	noun	14-laikas-ir-orai
vidutinis	Ne didelis ir ne mažas; paprastas.	average	Not big and not small; ordinary.	Jis yra vidutinio ūgio.	He is of average height.	adj	16-spalvos-ir-savybes
vienas	Pirmas ir mažiausias skaičius; ne du.	one	The first and smallest number; not two.	Turiu tik vieną brolį.	I have only one brother.	adj	15-skaiciai-ir-ivardziai
vienuoliktas	Toks, kuris eina po dešimto.	eleventh	One that comes after the tenth.	Mes gyvename vienuoliktame aukšte.	We live on the eleventh floor.	adj	15-skaiciai-ir-ivardziai
vietininkas	Žodžio forma, kuri rodo, kur kas yra.	locative case	A word form that shows where something is.	Šiame sakinyje reikia vietininko.	In this sentence the locative case is needed.	noun	18-kalba-ir-gramatika
virėjas	Žmogus, kuris restorane kepa maistą.	cook	A person who cooks food in a restaurant.	Kalbėjome su restorano virėju.	We spoke with the restaurant cook.	noun	11-maistas-ir-gerimai
višta	Naminis gyvūnas, kuris deda kiaušinius.	hen	A domestic animal that lays eggs.	Kieme vaikščioja vištos.	In the yard walk hens.	noun	03-gamta-regionas
vištiena	Ne kiauliena ir ne jautiena; balta, lengva mėsa.	chicken meat	Not pork and not beef; white, light meat.	Šiandien valgome keptą vištieną.	Today we eat roasted chicken meat.	noun	11-maistas-ir-gerimai
viščiukas	Labai mažas geltonas gyvūnas iš kiaušinio.	chick	A very small yellow animal from an egg.	Vaikai žiūri į mažus viščiukus.	The children look at the little chicks.	noun	03-gamta-regionas
vokietis	Vyras iš Vokietijos.	German	A man from Germany.	Autobuse susipažinau su vokiečiu.	In the bus I got acquainted with a German.	noun	01-asmens-tapatybe
vokietė	Moteris iš Vokietijos.	German woman	A woman from Germany.	Kaune sutikau jauną vokietę.	In Kaunas I met a young German woman.	noun	01-asmens-tapatybe
voveraitė	Geltona ir maža; ją randame, kai einame grybauti.	chanterelle	Yellow and small; we find it when we go mushrooming.	Miške radome daug voveraičių.	In the forest we found many chanterelles.	noun	03-gamta-regionas
vyšnia	Mažas raudonas vaisius; auga ant medžio.	cherry	A small red fruit; grows on a tree.	Valgome saldžias vyšnias.	We eat sweet cherries.	noun	11-maistas-ir-gerimai
vėliava	Geltona, žalia ir raudona medžiaga – Lietuvos ženklas.	flag	Yellow, green and red cloth — the sign of Lithuania.	Šventėje matėme daug vėliavų.	At the celebration we saw many flags.	noun	17-valstybe-ir-visuomene
vėluoti	Nebūti laiku; visi jau laukia.	to be late	To not be on time; everyone is already waiting.	Autobusas šiandien vėluoja.	The bus today is late.	verb	14-laikas-ir-orai
vėlus	Toks laikas, kai jau tamsu; ne ankstus.	late	Such a time when it is already dark; not early.	Skambinu draugui vėlų vakarą.	I phone a friend late in the evening.	adj	14-laikas-ir-orai
vėsus	Ne šiltas ir ne šaltas; toks kaip ruduo.	cool	Not warm and not cold; such as autumn.	Rudenį dienos yra vėsios.	In autumn the days are cool.	adj	14-laikas-ir-orai
ąsotis	Iš jo pilame pieną ar sultis į stiklinę.	jug	From it we pour milk or juice into a glass.	Pienas stovi ąsotyje ant stalo.	The milk stands in the jug on the table.	noun	11-maistas-ir-gerimai
ąžuolas	Labai didelis ir stiprus medis; auga miške.	oak	A very big and strong tree; grows in the forest.	Sėdime po dideliu ąžuolu.	We sit under a big oak.	noun	03-gamta-regionas
čekas	Vyras iš Čekijos.	Czech	A man from Czechia.	Kalbėjau su čeku apie darbą.	I spoke with a Czech about work.	noun	01-asmens-tapatybe
čekė	Moteris iš Čekijos.	Czech woman	A woman from Czechia.	Parduotuvėje mačiau čekę.	In the shop I saw a Czech woman.	noun	01-asmens-tapatybe
čiuožti	Žiemą greitai važiuoti ant ledo.	to skate	In winter to travel fast on the ice.	Vaikai čiuožia ant ežero ledo.	The children skate on the ice of the lake.	verb	05-laisvalaikis
čiuožykla	Vieta žiemą, kur vaikai važiuoja ant ledo.	ice rink	A place in winter where children travel on the ice.	Žiemą einame į čiuožyklą.	In winter we go to the ice rink.	noun	05-laisvalaikis
įdomus	Toks, kurį gera skaityti ar žiūrėti; ne nuobodus.	interesting	One that is good to read or watch; not boring.	Skaitau labai įdomią knygą.	I read a very interesting book.	adj	16-spalvos-ir-savybes
įkurtuvės	Šventė naujame bute su draugais ir dovanomis.	housewarming	A party in a new flat with friends and gifts.	Rytoj einame į kaimynų įkurtuves.	Tomorrow we go to the neighbours' housewarming.	noun	07-santykiai-su-zmonemis
įnagininkas	Žodžio forma: rašau pieštuku, važiuoju autobusu.	instrumental case	A word form: I write with a pencil, I travel by bus.	Mokytoja aiškina apie įnagininką.	The teacher explains about the instrumental case.	noun	18-kalba-ir-gramatika
šachmatai	Ramus žaidimas su juodais ir baltais daiktais.	chess	A quiet game with black and white pieces.	Senelis moko mane žaisti šachmatais.	Grandfather teaches me to play chess.	noun	05-laisvalaikis
šaka	Ilga medžio dalis su lapais.	branch	A long part of a tree with leaves.	Ant šakos auga obuolys.	On the branch grows an apple.	noun	03-gamta-regionas
šaldytuvas	Jame virtuvėje laikome pieną, sviestą ir mėsą.	refrigerator	In it in the kitchen we keep milk, butter and meat.	Mama padėjo sviestą į šaldytuvą.	Mother put the butter into the refrigerator.	noun	02-pastatai-ir-namai
šalikas	Ilgas šiltas drabužis ant kaklo žiemą.	scarf	A long warm garment on the neck in winter.	Sesuo žiemą nešioja raudoną šaliką.	The sister in winter wears a red scarf.	noun	10-prekyba
šalis	Didelė vieta su savo vėliava ir kalba.	country	A big place with its own flag and language.	Gyvenu gražioje šalyje.	I live in a beautiful country.	noun	17-valstybe-ir-visuomene
šaltibarščiai	Raudona vasaros sriuba su agurkais ir grietine.	cold borscht	A red summer soup with cucumbers and sour cream.	Vasarą valgome šaltibarščius.	In summer we eat cold borscht.	noun	11-maistas-ir-gerimai
šauksmininkas	Žodžio forma, kai sakome kito žmogaus vardą.	vocative case	A word form when we say another person's name.	Egzamine buvo klausimas apie šauksmininką.	In the exam there was a question about the vocative case.	noun	18-kalba-ir-gramatika
šepetys	Su juo valome batus ar plauname indus.	brush	With it we clean shoes or wash dishes.	Valau batus šepečiu.	I clean the shoes with a brush.	noun	02-pastatai-ir-namai
šešioliktas	Toks, kuris eina po penkiolikto.	sixteenth	One that comes after the fifteenth.	Šventė bus šešioliktą dieną.	The party will be on the sixteenth day.	adj	15-skaiciai-ir-ivardziai
šeštadienis	Savaitgalio pradžia; po penktadienio, prieš sekmadienį.	Saturday	The beginning of the weekend; after Friday, before Sunday.	Šeštadienį einame į turgų.	On Saturday we go to the market.	noun	14-laikas-ir-orai
šeštas	Toks, kuris eina po penkto.	sixth	One that comes after the fifth.	Sesuo mokosi šeštoje klasėje.	Sister studies in the sixth class.	adj	15-skaiciai-ir-ivardziai
šiaurė	Ta pusė, kur yra Latvija, ne Lenkija.	north	The side where Latvia is, not Poland.	Latvija yra į šiaurę nuo Lietuvos.	Latvia is to the north of Lithuania.	noun	03-gamta-regionas
šiltas	Ne šaltas; toks kaip vasaros vanduo.	warm	Not cold; such as summer water.	Žiemą reikia šiltų drabužių.	In winter one needs warm clothes.	adj	16-spalvos-ir-savybes
šiukšlės	Tai, ko nebereikia; dedame į kiemo dėžę.	rubbish, trash	That which is no longer needed; we put it in the yard bin.	Kieme stovi dėžė šiukšlėms.	In the yard stands a bin for rubbish.	noun	04-kasdienis-gyvenimas
šlapias	Toks, ant kurio yra vanduo; ne sausas.	wet	One that has water on it; not dry.	Vaikas grįžo su šlapiais drabužiais.	The child returned with wet clothes.	adj	16-spalvos-ir-savybes
šluota	Ilgas medinis daiktas; su juo valome grindis.	broom	A long wooden thing; with it we clean the floor.	Močiutė valo kiemą šluota.	Grandmother cleans the yard with a broom.	noun	02-pastatai-ir-namai
šluoti	Valyti kiemą ar grindis dideliu šepečiu.	to sweep	To clean the yard or the floor with a big brush.	Rytais šluoju kiemą.	In the mornings I sweep the yard.	verb	04-kasdienis-gyvenimas
šokoladas	Rudas saldus maistas; jį mėgsta visi.	chocolate	Brown sweet food; everyone likes it.	Vaikai valgo šokoladą su pienu.	The children eat chocolate with milk.	noun	11-maistas-ir-gerimai
šokėjas	Žmogus, kuris šoka scenoje.	dancer	A person who dances on the stage.	Teatre matėme gražius šokėjus.	In the theatre we saw beautiful dancers.	noun	05-laisvalaikis
šulinys	Kaime iš jo imame šaltą vandenį.	well	In the village from it we take cold water.	Kaimo šulinyje yra švarus vanduo.	In the village well there is clean water.	noun	02-pastatai-ir-namai
šuo	Gyvūnas namuose; su juo einame pasivaikščioti.	dog	An animal at home; with it we go for a walk.	Kieme žaidžia du dideli šunys.	In the yard play two big dogs.	noun	03-gamta-regionas
švedas	Vyras iš Švedijos.	Swede	A man from Sweden.	Mačiau švedą oro uoste.	I saw a Swede at the airport.	noun	01-asmens-tapatybe
švelnus	Toks, kaip vaiko oda ar šilkas; ne kietas.	soft	Such as a child's skin or silk; not hard.	Katė turi labai švelnų kailį.	The cat has very soft fur.	adj	16-spalvos-ir-savybes
