auti	Dėti batus ar kojines ant kojų.	to put on shoes	To put shoes or socks on the feet.	Mama auna vaikui batus.	Mother puts shoes on the child.	verb	04-kasdienis-gyvenimas
avinas	Ūkio gyvūnas su šilta vilna; jis patinas.	ram	A farm animal with warm wool; it is a male.	Ūkininkas laiko du avinus.	The farmer keeps two rams.	noun	03-gamta-regionas
avis	Baltas gyvūnas, kuris duoda vilną ir mėsą.	sheep	A white animal which gives wool and meat.	Kaime yra daug avių.	In the village there are many sheep.	noun	03-gamta-regionas
avėti	Turėti batus ant kojų ir taip vaikščioti.	to wear (footwear)	To have shoes on the feet and to walk so.	Ji avi naujus batus.	She wears new shoes.	verb	10-prekyba
aštuntas	Toks, kuris eilėje eina po septinto.	eighth	One that in a row comes after the seventh.	Jonas gyvena aštuntame aukšte.	Jonas lives on the eighth floor.	adj	15-skaiciai-ir-ivardziai
aštuonioliktas	Toks, kuris eilėje eina po septyniolikto.	eighteenth	One that in a row comes after the seventeenth.	Ji švenčia aštuonioliktą gimtadienį.	She celebrates her eighteenth birthday.	adj	15-skaiciai-ir-ivardziai
badmintonas	Žaidimas lauke; du žmonės muša mažą kamuoliuką su plunksnomis.	badminton	A game outside; two people hit a small ball with feathers.	Vasarą žaidžiame badmintoną kieme.	In summer we play badminton in the yard.	noun	05-laisvalaikis
baigti	Padaryti darbą; po to jau nedirbti.	to finish	To do the work; after that not to work any more.	Vakare baigiame pamoką.	In the evening we finish the lesson.	verb	04-kasdienis-gyvenimas
baklažanas	Tamsus daržo augalas; jį kepame ir valgome.	aubergine	A dark garden plant; we bake it and eat it.	Pirkau du baklažanus turguje.	I bought two aubergines at the market.	noun	11-maistas-ir-gerimai
bala	Duobė su vandeniu ant kelio po lietaus.	puddle	A hole with water on the road after rain.	Vaikai šoka per balą.	The children jump over the puddle.	noun	14-laikas-ir-orai
