sutikti	Sakyti taip, kai kitas žmogus ko nors prašo.	to agree	To say yes when another person asks for something.	Tėvai sutiko pirkti naują dviratį.	The parents agreed to buy a new bicycle.	verb
dovana	Daiktas, kurį duodame draugui per gimtadienį.	gift	A thing that we give to a friend on a birthday.	Vaikas gavo gražią dovaną.	The child got a beautiful gift.	noun
laiškas	Rašome jį ant popieriaus ir siunčiame draugui.	letter	We write it on paper and send it to a friend.	Gavau ilgą laišką iš brolio.	I got a long letter from the brother.	noun
paštas	Vieta, iš kurios siunčiame laiškus ir siuntinius.	post office	A place from which we send letters and parcels.	Ryte einu į paštą.	In the morning I go to the post office.	noun
atvirukas	Gražus popierius su nuotrauka, kurį siunčiame draugams.	postcard	A beautiful paper with a photograph, which we send to friends.	Močiutė gavo atviruką iš anūko.	Grandmother got a postcard from the grandson.	noun
vokas	Popierius, į kurį dedame laišką.	envelope	A paper into which we put a letter.	Laiškas yra baltame voke.	The letter is in a white envelope.	noun
popierius	Plonas baltas lapas, ant kurio rašome.	paper	A thin white sheet on which we write.	Ant popieriaus rašau laišką.	On the paper I write a letter.	noun
siųsti	Per paštą duoti laišką kitam žmogui.	to send	Through the post to give a letter to another person.	Sesuo siunčia laišką draugei.	The sister sends a letter to a friend.	verb
gauti	Imti tai, ką kitas žmogus duoda.	to get	To take what another person gives.	Vakar gavau laišką iš draugo.	Yesterday I got a letter from a friend.	verb
vyriausybė	Visi šalies ministrai ir jų vadovas.	government	All the country's ministers and their leader.	Naujoje vyriausybėje yra daug ministrų.	In the new government there are many ministers.	noun
parlamentas	Žmonės, kuriuos renka tauta; jie daro įstatymus.	parliament	People whom the nation elects; they make the laws.	Parlamente dirba daug politikų.	In parliament work many politicians.	noun
seimas	Lietuvos parlamentas; ten dirba šalies politikai.	Lithuanian parliament	The parliament of Lithuania; there work the country's politicians.	Politikai Seime kalba apie naujus įstatymus.	The politicians in the Seimas talk about new laws.	noun
prezidentas	Šalies vadovas; jį renka visi žmonės.	president	The country's leader; all the people elect him.	Vaikai matė prezidentą per televizorių.	The children saw the president on television.	noun
ministras	Vyriausybės narys, kuris dirba su mokyklomis ar ligoninėmis.	minister	A member of the government who works with schools or hospitals.	Kalbėjome su nauju ministru.	We talked with a new minister.	noun
savivaldybė	Vieta mieste, kur dirba meras ir tarnautojai.	municipality	A place in the city where the mayor and officials work.	Meras dirba savivaldybėje.	The mayor works in the municipality.	noun
meras	Miesto vadovas; jį renka miesto žmonės.	mayor	The leader of the city; the city people elect him.	Žmonės balsavo už naują merą.	People voted for a new mayor.	noun
seniūnija	Maža savivaldybės dalis su kaimais.	eldership	A small part of the municipality with villages.	Mūsų kaimas yra didelėje seniūnijoje.	Our village is in a big eldership.	noun
rinkti	Balsuoti už žmogų, kuris bus meras ar prezidentas.	to elect	To vote for a person who will be mayor or president.	Žmonės renka naują prezidentą.	People elect a new president.	verb
rinkimai	Diena, kai visi balsuoja už kandidatus.	election	The day when everyone votes for the candidates.	Po rinkimų bus nauja vyriausybė.	After the elections there will be a new government.	noun
balsuoti	Per rinkimus parodyti, kuris kandidatas tau patinka.	to vote	In the elections to show which candidate you like.	Mano tėvai jau balsavo.	My parents already voted.	verb
kandidatas	Žmogus, už kurį galime balsuoti per rinkimus.	candidate	A person for whom we can vote in the elections.	Balsavome už jauną kandidatą.	We voted for a young candidate.	noun
politika	Kai kalbame apie vyriausybę, rinkimus ir įstatymus.	politics	When we talk about the government, elections and laws.	Jis daug žino apie politiką.	He knows much about politics.	noun
politikas	Žmogus, kuris dirba Seime ar vyriausybėje.	politician	A person who works in the Seimas or the government.	Su politiku kalbėjo žurnalistas.	With the politician talked a journalist.	noun
partija	Žmonių grupė, kuri nori laimėti rinkimus.	political party	A group of people that wants to win the elections.	Ji dirba naujoje partijoje.	She works in a new party.	noun
vogti	Imti parduotuvėje daiktą ir nesumokėti.	to steal	To take a thing in a shop and not pay.	Kažkas vagia dviračius mieste.	Someone steals bicycles in the city.	verb
vagis	Blogas žmogus, kuris ima ne savo daiktus.	thief	A bad person who takes things that are not his own.	Policija ieško vagies.	The police look for the thief.	noun
žudyti	Padaryti, kad kitas žmogus mirtų.	to kill	To make another person die.	Per karą kareiviai žudo žmones.	During the war soldiers kill people.	verb
mušti	Daryti kitam žmogui skausmą ranka ar koja.	to beat	To cause another person pain with the hand or the foot.	Piktas vyras mušė kitą žmogų.	The angry man beat another person.	verb
šauti	Su ginklu daryti žaizdą žmogui ar gyvūnui.	to shoot	With a weapon to make a wound in a person or an animal.	Kareivis šovė į orą.	The soldier shot into the air.	verb
ginklas	Pavojingas daiktas, kurį kareiviai neša į karą.	weapon	A dangerous thing that soldiers carry to war.	Policininkas visada turi ginklą.	The policeman always has a weapon.	noun
terorizmas	Kai blogi žmonės daro sprogimus ir žudo žmones.	terrorism	When bad people make explosions and kill people.	Visi bijo terorizmo.	Everyone fears terrorism.	noun
narkotikai	Blogos medžiagos; nuo jų žmogus serga ir miršta.	drugs	Bad substances; from them a person gets sick and dies.	Policija rado narkotikų.	The police found drugs.	noun
alkoholis	Jį geria bare; jis labai blogas sveikatai.	alcohol	They drink it in a bar; it is very bad for health.	Vairuotojas negali gerti alkoholio.	The driver cannot drink alcohol.	noun
policininkas	Žmogus, kuris ieško vagių ir tikrina vairuotojus.	policeman	A person who looks for thieves and checks drivers.	Mama skambino policininkui.	Mom phoned the policeman.	noun
teismas	Vieta, kur klausia liudininkų ir kalba advokatai.	court	A place where they question witnesses and lawyers speak.	Vagis stovi teisme.	The thief stands in the court.	noun
teisėjas	Žmogus, kuris pagal įstatymus siunčia vagį į kalėjimą.	judge	A person who according to the laws sends a thief to prison.	Advokatas kalba su teisėju.	The lawyer talks with the judge.	noun
advokatas	Žmogus, kuris teisme padeda kitam žmogui.	lawyer	A person who in court helps another person.	Jam reikia gero advokato.	He needs a good lawyer.	noun
prokuroras	Žmogus, kuris teisme kalba prieš blogą žmogų.	prosecutor	A person who in court speaks against a bad person.	Teisėjas klausė prokuroro.	The judge asked the prosecutor.	noun
notaras	Žmogus, kuris tikrina dokumentus ir sutartis.	notary	A person who checks documents and contracts.	Dokumentus rodome notarui.	We show the documents to the notary.	noun
kalėjimas	Namas, kur uždaro blogus žmones.	prison	A house where they lock up bad people.	Vagis sėdi kalėjime.	The thief sits in prison.	noun
įstatymas	Tai, ko turi laikytis visi šalies žmonės.	law	That which all the people of the country must follow.	Seimas priėmė naują įstatymą.	The Seimas passed a new law.	noun
liudininkas	Žmogus, kuris teisme pasakoja, ką matė.	witness	A person who in court tells what he saw.	Policininkas kalbėjo su liudininku.	The policeman talked with the witness.	noun
liudyti	Teisme sakyti tiesą apie tai, ką matei.	to testify	In court to tell the truth about what you saw.	Ji liudijo teisme.	She testified in court.	verb
taika	Kai šalys nekariauja ir žmonės gyvena ramiai.	peace	When countries do not make war and people live peacefully.	Visi nori gyventi taikoje.	Everyone wants to live in peace.	noun
karas	Kai šalys su ginklais žudo viena kitą.	war	When countries with weapons kill one another.	Žmonės bijo naujo karo.	People fear a new war.	noun
konfliktas	Kai žmonės ar šalys ilgai nesutinka.	conflict	When people or countries do not agree for a long time.	Kalbėjome apie konfliktą darbe.	We talked about the conflict at work.	noun
kariuomenė	Visi šalies kareiviai kartu; jie turi ginklus.	army	All the country's soldiers together; they have weapons.	Sūnus tarnauja kariuomenėje.	The son serves in the army.	noun
kareivis	Žmogus su ginklu; jis tarnauja kariuomenėje.	soldier	A person with a weapon; they serve in the army.	Prie tilto stovi kareiviai.	By the bridge stand soldiers.	noun
karininkas	Kareivių vadovas; jo klauso visi kareiviai.	officer	The soldiers' leader; all the soldiers obey him.	Kareiviai klausė karininko.	The soldiers listened to the officer.	noun
