variklis	Automobilio dalis, kuri dirba ir suka ratus.	engine	A part of the car which works and turns the wheels.	Tėvas taiso automobilio variklį.	Father repairs the car's engine.	noun
stabdžiai	Automobilio dalis, kuri padeda mašinai greitai sustoti.	brakes	A part of the car which helps it stop quickly.	Vairuotojas tikrina naujus stabdžius.	The driver checks the new brakes.	noun
ratas	Apvali automobilio dalis, kuri sukasi ir veža.	wheel	A round part of the car which turns and carries.	Mašinos ratai sukasi ant sniego.	The car's wheels turn on the snow.	noun
padanga	Juoda dalis ant automobilio rato; joje yra oro.	tyre	A black part on the car's wheel; in it there is air.	Vairuotojas keičia padangą.	The driver changes the tyre.	noun
vairas	Apvalus daiktas mašinoje; jį suki į dešinę ar kairę.	steering wheel	A round thing in the car; you turn it to the right or to the left.	Ji laiko rankas ant vairo.	She holds her hands on the steering wheel.	noun
veikti	Dirbti gerai, kaip turi; apie mašiną ar telefoną.	to work	To work well, as it should; about a machine or a telephone.	Naujas šaldytuvas veikia gerai.	The new refrigerator works well.	verb
degalinė	Vieta prie kelio, kur mašinos gauna benziną.	petrol station	A place by the road where cars get petrol.	Automobilis stovi prie degalinės.	The car stands by the petrol station.	noun
degalai	Benzinas ar dyzelinas; be jų mašina nevažiuoja.	fuel	Petrol or diesel; without them the car does not go.	Mašinai reikia degalų.	The car needs fuel.	noun
benzinas	Šviesūs degalai mašinai; ne dyzelinas.	petrol	Light fuel for the car; not diesel.	Vairuotojas pila benziną į mašiną.	The driver pours petrol into the car.	noun
dyzelinas	Degalai autobusams ir dideliems automobiliams; ne benzinas.	diesel fuel	Fuel for buses and big cars; not petrol.	Šis autobusas važiuoja dyzelinu.	This bus runs on diesel fuel.	noun
pilti	Dėti vandenį ar sultis į stiklinę iš butelio.	to pour	To put water or juice into a glass from a bottle.	Mama pila arbatą į puoduką.	Mother pours tea into a cup.	verb
pilnas	Toks, kuriame yra daug; ne tuščias.	full	One in which there is much; not empty.	Stiklinė buvo pilna vandens.	The glass was full of water.	adj
tuščias	Toks, kaip stiklinė be vandens; ne pilnas.	empty	Such as a glass without water; not full.	Po vakarienės lėkštė buvo tuščia.	After dinner the plate was empty.	adj
pūsti	Leisti orą iš burnos; taip daro ir vėjas.	to blow	To let air out of the mouth; the wind does so too.	Lauke pučia šaltas vėjas.	Outside blows a cold wind.	verb
plovykla	Vieta, kur mašinos tampa švarios.	car wash	A place where cars become clean.	Vairuotojas veža mašiną į plovyklą.	The driver takes the car to the car wash.	noun
abėcėlė	Visi ženklai, kuriuos rašome; nuo A iki Ž.	alphabet	All the signs which we write; from A to Ž.	Vaikai mokosi abėcėlės mokykloje.	The children learn the alphabet at school.	noun
actas	Labai rūgštus skystis; jį pilame į salotas ir valgome su mėsa.	vinegar	A very sour liquid; we pour it into salads and eat it with meat.	Mama pila acto į barščius.	Mother pours vinegar into the beetroot soup.	noun
administratorius	Žmogus viešbutyje, kuris sutinka svečius.	receptionist	A person in the hotel who meets the guests.	Viešbučio administratorius davė man raktą.	The hotel receptionist gave me the key.	noun
agurkas	Ilga žalia daržovė, kuri auga darže.	cucumber	A long green vegetable which grows in the garden.	Mama pjausto agurką salotoms.	Mother slices the cucumber for the salad.	noun
akmuo	Kietas ir sunkus daiktas iš žemės.	stone	A hard and heavy thing from the earth.	Vaikas metė akmenį į vandenį.	The child threw a stone into the water.	noun
aktorius	Žmogus, kuris vaidina teatre ar filme.	actor	A person who acts in the theatre or in a film.	Jaunas aktorius stovi scenoje.	A young actor stands on the stage.	noun
alergija	Liga; nuo tam tikro maisto žmogus blogai jaučiasi.	allergy	An illness; from a certain food a person feels bad.	Vaikas turi alergiją pienui.	The child has an allergy to milk.	noun
aliejus	Jį pila į keptuvę ir kepa mėsą ar kiaušinius.	oil	It is poured into the frying pan and meat or eggs are fried.	Salotas darome su aliejumi.	We make the salad with oil.	noun
amerikietis	Žmogus iš didelės šalies, kur yra Niujorkas.	American	A person from the big country where New York is.	Kalbėjome su amerikiečiu autobuse.	We talked with an American on the bus.	noun
anglas	Žmogus iš šalies, kur yra Londonas.	Englishman	A person from the country where London is.	Mokytojas kalba su anglu.	The teacher talks with an Englishman.	noun
ankstus	Toks, kuris yra ryte; ne vėlus.	early	One that is in the morning; not late.	Jis mėgsta ankstų rytą.	He likes the early morning.	adj
antakis	Trumpi plaukai veide, virš akies.	eyebrow	Short hairs on the face, above the eye.	Sesuo dažo antakius.	The sister dyes her eyebrows.	noun
antis	Mažas paukštis, kuris plaukia vandenyje; jis mažesnis už žąsį.	duck	A small bird which swims in the water; it is smaller than a goose.	Vaikai matė antį ežere.	The children saw a duck on the lake.	noun
antra	Mėnesio diena, kuri eina po pirmos.	second	The day of the month which comes after the first.	Šiandien yra gegužės antra.	Today is May the second.	noun
antradienis	Jis yra po pirmadienio ir prieš trečiadienį.	Tuesday	It is after Monday and before Wednesday.	Antradienį einame į baseiną.	On Tuesday we go to the swimming pool.	noun
antras	Toks, kuris eina po pirmo.	second	One that comes after the first.	Gyvename antrame aukšte.	We live on the second floor.	adj
anūkas	Sūnaus ar dukters vaikas; jis yra berniukas.	grandson	The child of a son or a daughter; he is a boy.	Ji dovanoja anūkui knygą.	She gives the grandson a book.	noun
aparatas	Bendras žodis apie daiktą su elektra: ir telefoną, ir radiją.	device	A general word for a thing with electricity: both a telephone and a radio.	Gydytojas tikrina aparatą ligoninėje.	The doctor checks the device in the hospital.	noun
apelsinas	Saldus vaisius iš šiltų šalių; iš jo daro sultis.	orange	A sweet fruit from warm countries; from it juice is made.	Pirkau kilogramą apelsinų.	I bought a kilogram of oranges.	noun
aplankas	Vieta kompiuteryje, kur laikai failus.	folder	A place in the computer where you keep files.	Nuotraukos yra šiame aplanke.	The photographs are in this folder.	noun
aprašymas	Žodžiai, kurie sako, koks yra daiktas ar žmogus.	description	Words which tell what a thing or a person is like.	Skaitau naujos knygos aprašymą.	I read the new book's description.	noun
apvalus	Toks, kaip kamuolys ar mėnulis.	round	One like a ball or the moon.	Vaikai sėdi prie apvalaus stalo.	The children sit at a round table.	adj
arbata	Karštas vanduo su žolėmis.	tea	Hot water with herbs.	Močiutė geria arbatą su citrina.	Grandmother drinks tea with lemon.	noun
arti	Versti žemę lauke; taip dirba ūkininkas.	to plough	To turn the earth in the field; so works the farmer.	Pavasarį ūkininkas aria lauką.	In spring the farmer ploughs the field.	verb
asmenuotė	Veiksmažodžių grupė, kurios žodžiai keičia galūnes vienodai: dirbu, dirbi.	conjugation	A group of verbs whose words change their endings in the same way: I work, you work.	Šis veiksmažodis yra pirmos asmenuotės.	This verb is of the first conjugation.	noun
