automobilis	Mašina su ratais; ja važiuojame keliu.	car	A machine with wheels; with it we travel along the road.	Tėvas plauna automobilį kieme.	Father washes the car in the yard.	noun	06-keliones
mašina	Aparatas su varikliu; ji dirba už žmones.	machine	A device with an engine; it works for people.	Gamykloje yra daug naujų mašinų.	In the factory there are many new machines.	noun	06-keliones
taksi	Mašina, kuri veža žmogų už pinigus.	taxi	A car that carries a person for money.	Į stotį važiuojame taksi.	To the station we travel by taxi.	noun	06-keliones
autobusas	Didelė mašina, kuri veža daug žmonių mieste.	bus	A big machine that carries many people in the city.	Į darbą važiuoju autobusu.	To work I travel by bus.	noun	06-keliones
troleibusas	Autobusas, kuris važiuoja elektra, o ne benzinu.	trolley bus	A bus that travels on electricity, not on petrol.	Vilniuje važiuojame troleibusu.	In Vilnius we travel by trolley bus.	noun	06-keliones
lėktuvas	Jis skrenda danguje ir veža žmones į kitas šalis.	airplane	It flies in the sky and carries people to other countries.	Lėktuvu skrendame į Londoną.	By airplane we fly to London.	noun	06-keliones
traukinys	Ilga mašina, kuri veža žmones geležinkeliu.	train	A long machine that carries people by railway.	Į Kauną važiuojame traukiniu.	To Kaunas we travel by train.	noun	06-keliones
laivas	Jis plaukia jūra ir veža žmones.	ship	It sails on the sea and carries people.	Laivu plaukiame į salą.	By ship we sail to the island.	noun	06-keliones
kontrolierius	Žmogus, kuris žiūri, ar keleiviai turi bilietus.	inspector	A person who looks at whether the passengers have tickets.	Traukinyje matome kontrolierių.	In the train we see the inspector.	noun	06-keliones
kontrolė	Kai kas nors tikrina bilietus ar dokumentus.	inspection	When someone checks tickets or documents.	Per kontrolę rodome bilietus.	During the inspection we show tickets.	noun	06-keliones
tikrinti	Žiūrėti, ar žmogus turi bilietą ir dokumentus.	to check	To look at whether a person has a ticket and documents.	Kontrolierius tikrina bilietus autobuse.	The inspector checks tickets in the bus.	verb	06-keliones
stotis	Didelis pastatas, kur laukiame traukinio ar autobuso.	station	A big building where we wait for a train or a bus.	Susitinkame prie stoties.	We meet by the station.	noun	06-keliones
bagažas	Lagaminai ir krepšiai, kuriuos imame į kelionę.	baggage	Suitcases and bags that we take on a journey.	Bagažą nešame į traukinį.	The baggage we carry into the train.	noun	06-keliones
stotelė	Vieta gatvėje, kur laukiame autobuso.	stop	A place on the street where we wait for the bus.	Prie stotelės stovi daug žmonių.	By the stop stand many people.	noun	06-keliones
uostas	Vieta prie jūros, kur stovi laivai.	port	A place by the sea where ships stand.	Klaipėdos uoste yra dideli laivai.	In the Klaipėda port there are big ships.	noun	06-keliones
vagonas	Traukinio dalis, kurioje sėdi žmonės.	carriage (railway car)	A part of the train in which people sit.	Mūsų vietos yra trečiame vagone.	Our seats are in the third carriage.	noun	06-keliones
kelias	Juo važiuoja automobiliai tarp miestų.	road	Along it cars travel between cities.	Šiuo keliu važiuoja daug automobilių.	Along this road travel many cars.	noun	06-keliones
