pelė	Mažas gyvūnas su ilga uodega.	mouse	A small animal with a long tail.	Katė mato pelę virtuvėje.	The cat sees a mouse in the kitchen.	noun	04-kasdienis-gyvenimas
spausdintuvas	Mašina, kuri deda kompiuterio žodžius ant popieriaus.	printer	A machine that puts the computer's words onto paper.	Kabinete stovi du spausdintuvai.	In the office stand two printers.	noun	04-kasdienis-gyvenimas
failas	Kompiuterio dokumentas su žodžiais ar nuotrauka.	file	A computer document with words or a photograph.	Aš atidariau failą kompiuteryje.	I opened the file on the computer.	noun	04-kasdienis-gyvenimas
atmintukas	Mažas daiktas failams; jį dedame į kompiuterį.	flash drive	A small thing for files; we put it into the computer.	Mano failai yra atmintuke.	My files are on the flash drive.	noun	04-kasdienis-gyvenimas
alga	Pinigai, kuriuos darbuotojas gauna kas mėnesį už darbą.	salary	Money that a worker gets every month for work.	Už darbą gaunu gerą algą.	For work I get a good salary.	noun	04-kasdienis-gyvenimas
atlyginimas	Pinigai, kuriuos darbdavys moka už darbą pagal sutartį.	wage	Money that an employer pays for work according to a contract.	Direktorius moka gerą atlyginimą.	The director pays a good wage.	noun	04-kasdienis-gyvenimas
pensija	Pinigai žmogui, kuris nebedirba dėl senatvės.	pension	Money for a person who no longer works because of old age.	Senelis gyvena iš pensijos.	Grandfather lives on a pension.	noun	04-kasdienis-gyvenimas
pašalpa	Pinigai, kuriuos gauna bedarbis ar ligonis.	benefit	Money that an unemployed or a sick person gets.	Šeima gauna pašalpą vaikams.	The family gets a benefit for the children.	noun	04-kasdienis-gyvenimas
stipendija	Pinigai studentui, kuris gerai mokosi.	scholarship	Money for a student who studies well.	Sūnus gauna stipendiją universitete.	The son gets a scholarship at the university.	noun	04-kasdienis-gyvenimas
laisvalaikis	Kai nedirbame ir darome tai, kas mums patinka.	leisure	When we do not work and do what pleases us.	Per laisvalaikį žiūriu filmus.	During leisure I watch films.	noun	05-laisvalaikis
savaitgalis	Šeštadienis ir sekmadienis, kai nereikia dirbti.	weekend	Saturday and Sunday, when there is no need to work.	Šį savaitgalį važiuojame į kaimą.	This weekend we drive to the village.	noun	05-laisvalaikis
