krūmas	Mažas augalas su šakomis; ne medis.	bush	A small plant with branches; not a tree.	Prie namo auga žalias krūmas.	By the house grows a green bush.	noun	03-gamta-regionas
gėlė	Gražus augalas – rožė ar tulpė.	flower	A beautiful plant — a rose or a tulip.	Ant stalo stovi baltos gėlės.	On the table stand white flowers.	noun	03-gamta-regionas
rožė	Graži gėlė su kvapu; dažnai raudona.	rose	A beautiful flower with a scent; often red.	Ant stalo stovi raudona rožė.	On the table stands a red rose.	noun	03-gamta-regionas
tulpė	Pavasario gėlė; jų daug Olandijoje.	tulip	A spring flower; there are many of them in Holland.	Pavasarį parke žydi geltonos tulpės.	In spring in the park bloom yellow tulips.	noun	03-gamta-regionas
žolė	Žalias mažas augalas ant žemės.	grass	A green small plant on the ground.	Vaikai sėdi ant žolės.	The children sit on the grass.	noun	03-gamta-regionas
oras	Koks yra dangus – šilta ar šalta, lyja ar šviečia saulė.	weather	What the sky is like — warm or cold, raining or the sun shining.	Šiandien oras labai geras.	Today the weather is very good.	noun	03-gamta-regionas
saulė	Ji šviečia danguje dieną ir yra šilta.	sun	It shines in the sky in the daytime and is warm.	Vasarą saulė šviečia ilgai.	In summer the sun shines long.	noun	03-gamta-regionas
šviesti	Daryti, kad nebūtų tamsu; taip daro saulė ir lempa.	to shine	To make it so that it is not dark; the sun and a lamp do this.	Saulė šviečia pro langą.	The sun shines through the window.	verb	03-gamta-regionas
mėnulis	Didelis ir apvalus; šviečia danguje naktį.	moon	Big and round; it shines in the sky at night.	Naktį matome mėnulį.	At night we see the moon.	noun	03-gamta-regionas
žvaigždė	Maža šviesa danguje naktį.	star	A small light in the sky at night.	Danguje daug žvaigždžių.	In the sky there are many stars.	noun	03-gamta-regionas
dangus	Tai, ką matome viršuje lauke.	sky	That which we see above outside.	Dangus šiandien mėlynas.	The sky today is blue.	noun	03-gamta-regionas
vėjas	Kai oras juda ir pučia į veidą.	wind	When the air moves and blows into the face.	Rudenį būna stiprus vėjas.	In autumn there is a strong wind.	noun	03-gamta-regionas
lietus	Vanduo, kuris krinta iš dangaus.	rain	Water that falls from the sky.	Po lietaus žolė yra šlapia.	After the rain the grass is wet.	noun	03-gamta-regionas
lyti	Kai iš dangaus krinta vanduo.	to rain	When water falls from the sky.	Šiandien lyja visą dieną.	Today it rains all day.	verb	03-gamta-regionas
sniegas	Baltas šaltas vanduo, kuris krinta žiemą.	snow	White cold water that falls in winter.	Žiemą sniegas guli ant žemės.	In winter snow lies on the ground.	noun	03-gamta-regionas
snigti	Kai iš dangaus krinta sniegas.	to snow	When snow falls from the sky.	Vakar snigo visą naktį.	Yesterday it snowed all night.	verb	14-laikas-ir-orai
ledas	Labai šaltas kietas vanduo.	ice	Very cold hard water.	Ant ežero yra storas ledas.	On the lake there is thick ice.	noun	03-gamta-regionas
šaltis	Kai žiemą lauke labai žema temperatūra.	cold (weather)	When in winter outside there is a very low temperature.	Žiemą būna didelis šaltis.	In winter there is severe cold.	noun	03-gamta-regionas
rūkas	Kai lauke balta ir blogai matome.	fog	When outside it is white and we see badly.	Ryte buvo didelis rūkas.	In the morning there was a big fog.	noun	03-gamta-regionas
pavasaris	Metų laikas po žiemos, kai auga gėlės.	spring	The season after winter, when flowers grow.	Pavasarį dienos ilgesnės.	In spring the days are longer.	noun	03-gamta-regionas
vasara	Šiltas metų laikas su ilgomis dienomis.	summer	The warm season with long days.	Vasarą važiuojame prie jūros.	In summer we go to the sea.	noun	03-gamta-regionas
ruduo	Metų laikas po vasaros, kai krinta lapai.	autumn	The season after summer, when leaves fall.	Rudenį dažnai lyja.	In autumn it often rains.	noun	03-gamta-regionas
žiema	Šaltas metų laikas su sniegu.	winter	The cold season with snow.	Žiemą vaikai žaidžia lauke.	In winter the children play outside.	noun	03-gamta-regionas
debesis	Balta ar pilka dalis danguje; iš jos lyja.	cloud	A white or grey part in the sky; from it it rains.	Danguje yra tamsūs debesys.	In the sky there are dark clouds.	noun	03-gamta-regionas
temperatūra	Kiek yra šilta ar šalta.	temperature	How warm or cold it is.	Šiandien temperatūra yra dešimt laipsnių.	Today the temperature is ten degrees.	noun	03-gamta-regionas
termometras	Daiktas, kuris rodo temperatūrą.	thermometer	A thing that shows the temperature.	Termometras kabo prie lango.	The thermometer hangs by the window.	noun	03-gamta-regionas
pabusti	Nustoti miegoti ryte.	to wake up	To stop sleeping in the morning.	Ryte pabundu septintą valandą.	In the morning I wake up at seven o'clock.	verb	04-kasdienis-gyvenimas
keltis	Atsistoti iš lovos ryte.	to get up	To stand up from bed in the morning.	Aš keliuosi anksti.	I get up early.	verb	04-kasdienis-gyvenimas
praustis	Plauti veidą ir rankas vandeniu.	to wash (oneself)	To wash the face and hands with water.	Ryte prausiuosi šaltu vandeniu.	In the morning I wash with cold water.	verb	04-kasdienis-gyvenimas
maudytis	Būti vandenyje – vonioje ar ežere.	to bathe	To be in water — in the bath or in a lake.	Vasarą maudomės ežere.	In summer we bathe in the lake.	verb	04-kasdienis-gyvenimas
plauti	Daryti, kad būtų švaru, su vandeniu.	to wash	To make clean, with water.	Po vakarienės plaunu indus.	After dinner I wash the dishes.	verb	04-kasdienis-gyvenimas
valyti	Daryti, kad kambaryje būtų švaru ir nebūtų dulkių.	to clean	To make it so that in the room it is clean and there is no dust.	Šeštadienį valome butą.	On Saturday we clean the flat.	verb	04-kasdienis-gyvenimas
šukuotis	Ryte tvarkyti plaukus šukomis.	to comb one's hair	In the morning to tidy the hair with a comb.	Ji šukuojasi prieš darbą.	She combs her hair before work.	verb	04-kasdienis-gyvenimas
rengtis	Dėti drabužius ant savęs.	to get dressed	To put clothes on oneself.	Vaikas rengiasi pats.	The child gets dressed himself.	verb	04-kasdienis-gyvenimas
valgyti	Dėti maistą į burną.	to eat	To put food into the mouth.	Pietums valgome sriubą.	For lunch we eat soup.	verb	04-kasdienis-gyvenimas
pusryčiai	Pirmas valgymas ryte.	breakfast	The first meal in the morning.	Pusryčiams geriu arbatą.	For breakfast I drink tea.	noun	04-kasdienis-gyvenimas
pietūs	Valgymas dienos viduryje.	lunch	The meal in the middle of the day.	Pietūs yra pirmą valandą.	Lunch is at one o'clock.	noun	04-kasdienis-gyvenimas
vakarienė	Paskutinis valgis prieš naktį.	dinner	The last meal before night.	Vakarienė buvo labai skani.	The dinner was very tasty.	noun	04-kasdienis-gyvenimas
virti	Daryti maistą karštame vandenyje.	to boil	To make food in hot water.	Mama verda sriubą.	Mom cooks soup.	verb	04-kasdienis-gyvenimas
kepti	Daryti maistą karštoje orkaitėje.	to bake	To make food in a hot oven.	Sesuo kepa duoną.	The sister bakes bread.	verb	04-kasdienis-gyvenimas
lankyti	Dažnai eiti į mokyklą ar pas žmogų.	to visit	To go often to a school or to a person.	Sūnus lanko mokyklą.	The son attends school.	verb	04-kasdienis-gyvenimas
darželis	Vieta, kur būna maži vaikai, kol tėvai dirba.	kindergarten	A place where small children are while the parents work.	Dukra eina į darželį.	The daughter goes to kindergarten.	noun	04-kasdienis-gyvenimas
grįžti	Eiti atgal namo ar į savo vietą.	to return	To go back home or to one's place.	Iš darbo grįžtu šeštą valandą.	From work I return at six o'clock.	verb	04-kasdienis-gyvenimas
miegoti	Gulėti lovoje naktį ir nieko nedaryti.	to sleep	To lie in bed at night and do nothing.	Vaikai miega savo kambaryje.	The children sleep in their room.	verb	04-kasdienis-gyvenimas
pertrauka	Trumpas laikas tarp darbo ar pamokų.	break	A short time between work or lessons.	Per pertrauką geriame kavą.	During the break we drink coffee.	noun	04-kasdienis-gyvenimas
atostogos	Ilgas laikas be darbo, kai ilsimės.	holiday	A long time without work, when we rest.	Vasarą turime atostogas.	In summer we have holidays.	noun	04-kasdienis-gyvenimas
prašymas	Popierius, kuriame rašome, ko mums reikia.	application	A paper on which we write what we need.	Prašymą reikia parašyti šiandien.	The application must be written today.	noun	04-kasdienis-gyvenimas
