ispanas	Vyras iš Ispanijos.	Spaniard	A man from Spain.	Restorane dirba du ispanai.	In the restaurant work two Spaniards.	noun	01-asmens-tapatybe
ispanė	Moteris iš Ispanijos.	Spanish woman	A woman from Spain.	Kalbėjome su ispane apie darbą.	We talked with the Spanish woman about work.	noun	01-asmens-tapatybe
išsiskyręs	Toks, kuris nebegyvena su savo žmona ar vyru.	divorced	One who no longer lives with their wife or husband.	Išsiskyrusi moteris gyvena viena.	The divorced woman lives alone.	adj	01-asmens-tapatybe
išvaizda	Tai, kaip žmogus atrodo.	appearance	The way a person looks.	Nuotrauka rodo tikrą jo išvaizdą.	The photograph shows his real appearance.	noun	01-asmens-tapatybe
japonas	Vyras iš Japonijos.	Japanese man	A man from Japan.	Parduotuvėje sutikome japoną.	In the shop we met a Japanese man.	noun	01-asmens-tapatybe
jaunas	Toks, kuris turi mažai metų; ne senas.	young	One who has few years; not old.	Parke bėgioja jauni žmonės.	In the park run young people.	adj	01-asmens-tapatybe
jaunystė	Metai, kai žmogus dar ne senas.	youth	The years when a person is still not old.	Močiutė pasakoja apie savo jaunystę.	Grandmother tells about her youth.	noun	01-asmens-tapatybe
jautiena	Mėsa, kurią gauname iš karvės.	beef	Meat that we get from a cow.	Sriubai reikia jautienos.	For the soup one needs beef.	noun	11-maistas-ir-gerimai
jautis	Didelis stiprus gyvūnas ūkyje; ne karvė.	ox, bull	A big strong animal on the farm; not a cow.	Ūkininkas turi didelį jautį.	The farmer has a big bull.	noun	03-gamta-regionas
jogurtas	Baltas rūgštus maistas iš pieno.	yogurt	White sour food from milk.	Pusryčiams valgau jogurtą su uogiene.	For breakfast I eat yogurt with jam.	noun	11-maistas-ir-gerimai
joks	Kai neturime nė vieno daikto ar žmogaus.	no	When we have not a single thing or person.	Šiandien neturiu jokių pinigų.	Today I have no money.	adj	15-skaiciai-ir-ivardziai
joti	Sėdėti ant arklio ir važiuoti.	to ride horseback	To sit on a horse and travel.	Ant balto arklio joja jauna mergaitė.	On a white horse rides a young girl.	verb	05-laisvalaikis
jubiliejus	Didelė šventė, kai mokykla ar žmogus turi daug metų.	anniversary	A big celebration, when a school or a person has many years.	Tėvai švenčia savo jubiliejų.	The parents celebrate their anniversary.	noun	07-santykiai-su-zmonemis
juodas	Tamsios spalvos kaip naktis; ne baltas.	black	Of a dark colour like the night; not white.	Ji nešioja juodą suknelę.	She wears a black dress.	adj	16-spalvos-ir-savybes
juoktis	Garsiai rodyti, kad tau labai linksma: cha cha cha!	to laugh	To show loudly that you are very merry: ha ha ha!	Vaikai juokiasi kieme.	The children laugh in the yard.	verb	07-santykiai-su-zmonemis
jūrininkas	Žmogus, kuris dirba laive.	sailor	A person who works on a ship.	Uoste matėme senus jūrininkus.	In the port we saw old sailors.	noun	13-darbas-ir-profesijos
kabėti	Būti aukštai ant sienos, kaip paveikslas ar laikrodis.	to hang	To be high on the wall, like a picture or a clock.	Ant sienos kaba senas laikrodis.	On the wall hangs an old clock.	verb	02-pastatai-ir-namai
kailiniai	Labai šiltas paltas žiemai iš gyvūno odos.	fur coat	A very warm coat for winter from an animal's skin.	Žiemą močiutė nešioja kailinius.	In winter grandmother wears a fur coat.	noun	10-prekyba
