produktai	Maistas ir daiktai, kuriuos perkame parduotuvėje.	groceries	Food and things that we buy in the shop.	Mama neša produktus iš parduotuvės.	Mother carries the groceries from the shop.	noun
gerti	Imti į burną vandens, arbatos ar pieno.	to drink	To take into the mouth water, tea or milk.	Vaikai geria šaltą vandenį.	The children drink cold water.	verb
patiekalas	Maistas, kurį valgome iš lėkštės restorane.	dish	Food that we eat from a plate in a restaurant.	Šis restorano patiekalas labai skanus.	This restaurant dish is very tasty.	noun
valgis	Karštas maistas ant stalo; pusryčiai ar pietūs.	meal	Hot food on the table; breakfast or lunch.	Pietų valgis buvo labai skanus.	The lunch meal was very tasty.	noun
užkandis	Lengvas maistas tarp valgių.	snack	Light food between meals.	Prieš pietus vaikai valgo užkandį.	Before lunch the children eat a snack.	noun
mėsa	Maistas iš gyvūno; kiauliena ar vištiena.	meat	Food from an animal; pork or chicken.	Jis kepa mėsą virtuvėje.	He fries meat in the kitchen.	noun
žuvis	Gyvūnas, kuris plaukia vandenyje; jį valgome.	fish	An animal that swims in the water; we eat it.	Močiutė kepa žuvį keptuvėje.	Grandmother fries the fish in the pan.	noun
gabalas	Maža dalis nuo didelio daikto.	piece	A small part from a big thing.	Duok man gabalą duonos.	Give me a piece of bread.	noun
riekė	Plonas duonos gabalas; jį pjauname peiliu.	slice	A thin piece of bread; we cut it with a knife.	Ji valgo riekę su sūriu.	She eats a slice with cheese.	noun
sumuštinis	Duonos riekės su sūriu ar mėsa viduryje.	sandwich	Slices of bread with cheese or meat in the middle.	Į mokyklą vaikas neša sumuštinį.	To school the child carries a sandwich.	noun
salotos	Šaltas maistas iš žalių lapų ir sūrio.	salad	A cold food from green leaves and cheese.	Prie mėsos valgome salotas.	With the meat we eat salad.	noun
kiaušinis	Baltas apvalus daiktas, kurį deda višta.	egg	A white round thing that a hen lays.	Ryte valgau virtą kiaušinį.	In the morning I eat a boiled egg.	noun
kiaušinienė	Pusryčių patiekalas iš keptuvės: geltona ir balta, be pieno.	fried eggs	A breakfast dish from the frying pan: yellow and white, without milk.	Pusryčiams mama kepa kiaušinienę.	For breakfast mother makes fried eggs.	noun
omletas	Storas patiekalas iš kiaušinių su pienu, keptas keptuvėje.	omelette	A thick dish from eggs with milk, fried in the frying pan.	Valgykloje valgome omletą su sūriu.	In the canteen we eat an omelette with cheese.	noun
sriuba	Karštas maistas iš puodo; valgome jį šaukštu.	soup	Hot food from a pot; we eat it with a spoon.	Pietums verdame sriubą su mėsa.	For lunch we cook soup with meat.	noun
druska	Balti milteliai, kuriuos dedame į sriubą ir mėsą.	salt	White powder that we put into soup and meat.	Į sriubą dedame druskos.	Into the soup we put salt.	noun
pipirai	Juodi milteliai; nuo jų maistas aštrus.	pepper	Black powder; from it the food is spicy.	Mama deda pipirų į mėsą.	Mother puts pepper into the meat.	noun
cukrus	Balti milteliai; nuo jų arbata saldi.	sugar	White powder; from it the tea is sweet.	Į kavą dedu cukraus.	Into the coffee I put sugar.	noun
virtas	Toks maistas, kuris buvo karštame vandenyje.	boiled	Such food that was in hot water.	Sriuboje yra virtos mėsos.	In the soup there is boiled meat.	adj
keptas	Toks maistas, kuris buvo karštame aliejuje.	fried	Such food that was in hot oil.	Ant lėkštės yra kepta žuvis.	On the plate there is fried fish.	adj
rūkytas	Tokia mėsa ar žuvis; ji tamsi ir sūri.	smoked	Such meat or fish; it is dark and salty.	Ant stalo yra rūkytos žuvies.	On the table there is smoked fish.	adj
šviežias	Toks maistas, kurį pirkome šiandien; ne senas.	fresh	Such food that we bought today; not old.	Parduotuvėje perkame šviežią duoną.	In the shop we buy fresh bread.	adj
senas	Toks, kuris stovi ar veikia jau daug metų; ne naujas.	old	One that has stood or worked for many years; not new.	Mūsų kaime stovi seni namai.	In our village stand old houses.	adj
baras	Vieta, kur vakare žmonės geria alkoholį.	bar	A place where in the evening people drink alcohol.	Vakare draugai sėdi bare.	In the evening friends sit in the bar.	noun
kavinė	Maža vieta mieste, kur geriame arbatą su draugais.	café	A small place in the city where we drink tea with friends.	Draugai geria arbatą kavinėje.	Friends drink tea in the café.	noun
restoranas	Didelė vieta mieste, kur žmonės valgo pietus.	restaurant	A big place in the city where people eat lunch.	Šeima valgo pietus restorane.	The family eats lunch in the restaurant.	noun
valgykla	Pigi vieta mokykloje ar darbe, kur duoda pietus.	canteen	A cheap place in a school or at work where they give lunch.	Mokiniai eina į valgyklą.	The pupils go to the canteen.	noun
padavėjas	Žmogus, kuris neša maistą prie stalo restorane.	waiter	A person who carries food to the table in a restaurant.	Prie stalo stovi jaunas padavėjas.	By the table stands a young waiter.	noun
valgiaraštis	Popierius restorane, kur matome patiekalus ir kainas.	menu	A paper in a restaurant where we see dishes and prices.	Skaitome valgiaraštį prie stalo.	We read the menu at the table.	noun
arbatpinigiai	Duodame juos padavėjui už gerą darbą.	tip	We give them to the waiter for good work.	Restorane duodame arbatpinigių.	In the restaurant we give a tip.	noun
