linksniuotė	Daiktavardžių grupė, kurios žodžiai keičia galūnes vienodai.	declension (class)	A group of nouns whose words change their endings in the same way.	Šis žodis yra pirmos linksniuotės.	This word is of the first declension.	noun
linkėti	Šventės dieną sakyti draugui: Daug laimės ir sveikatos!	to wish	On a holiday to say to a friend: Much happiness and health!	Visi linki jai sveikatos.	Everybody wishes her health.	verb
lipdyti	Rankomis daryti formą iš sniego ar minkštos medžiagos.	to mould	By hand to make a shape from snow or soft material.	Vaikai lipdo sniego senį kieme.	The children mould a snowman in the yard.	verb
liūdnas	Toks, kuris nori verkti; ne linksmas.	sad	One who wants to cry; not cheerful.	Vakar ji buvo labai liūdna.	Yesterday she was very sad.	adj
lyginti	Žiūrėti, kas geresnis: vienas ar kitas daiktas.	to compare	To look at which is better: one or the other thing.	Ji lygina naują ir seną nuotrauką.	She compares a new and an old photograph.	verb
lėtas	Toks, kuris eina ar važiuoja ne greitai.	slow	One who walks or drives not quickly.	Mums patiko lėta muzika.	We liked slow music.	adj
lūžti	Kai šaka ar kaulas staiga tampa dviem gabalais.	to break	When a branch or a bone suddenly becomes two pieces.	Per audrą lūžo šaka.	During the storm broke a branch.	verb
maišyti	Šaukštu sukti sriubą ar arbatą puode.	to mix	With a spoon to stir soup or tea in a pot.	Mama maišo sriubą puode.	Mother mixes the soup in the pot.	verb
manyti	Turėti savo nuomonę ir galvoti, kad kas nors yra taip.	to think	To have your own opinion and think that something is so.	Aš manau, kad tai gera knyga.	I think that this is a good book.	verb
maudyti	Plauti vaiką ar šunį vandenyje.	to bathe	To wash a child or a dog in water.	Mama maudo vaiką vonioje.	Mother bathes the child in the bath.	verb
mažas	Toks, kuris yra kaip pelė; ne didelis.	small	One that is like a mouse; not big.	Jie gyvena mažame bute.	They live in a small flat.	adj
medinis	Padarytas iš to, kas auga miške.	wooden	Made from that which grows in the forest.	Vaikai žaidžia mediniame name.	The children play in a wooden house.	adj
medus	Saldus geltonas maistas; jį dedame į arbatą.	honey	Sweet yellow food; we put it into tea.	Į arbatą dedu medaus.	Into the tea I put honey.	noun
meilė	Kai vyras ir moteris nori būti kartu visada.	love	When a man and a woman want to be together always.	Jie kalba apie meilę.	They speak about love.	noun
metai	Laikas nuo sausio iki gruodžio.	year	The time from January to December.	Po metų grįšiu į Lietuvą.	After a year I will return to Lithuania.	noun
metro	Traukinys, kuris mieste važiuoja po žeme.	metro	A train that in the city travels under the ground.	Į darbą važiuoju metro.	To work I travel by metro.	noun
miegmaišis	Šiltas ir minkštas daiktas nakčiai palapinėje.	sleeping bag	A warm and soft thing for the night in a tent.	Palapinėje turime šiltus miegmaišius.	In the tent we have warm sleeping bags.	noun
mielas	Toks gražus ir geras, kad visi jį mėgsta.	nice	So beautiful and good that everybody likes him.	Kaimynas turi labai mielą šunį.	The neighbour has a very nice dog.	adj
mineralinis	Toks vanduo iš žemės; jį perkame parduotuvėje.	mineral	Such water from the ground; we buy it in the shop.	Ant stalo yra mineralinio vandens.	On the table there is mineral water.	adj
ministerija	Vieta, kur vyriausybė dirba ir rašo svarbius dokumentus.	ministry	A place where the government works and writes important documents.	Ji dirba ministerijoje Vilniuje.	She works in the ministry in Vilnius.	noun
minkštas	Toks, ant kurio gera gulėti; ne kietas.	soft	One on which it is good to lie; not hard.	Sėdime ant minkštos sofos.	We sit on a soft sofa.	adj
minutė	Trumpas laikas; valandoje jų yra šešiasdešimt.	minute	A short time; in an hour there are sixty of them.	Ji kalbėjo tik minutę.	She spoke only a minute.	noun
mokestis	Pinigai, kuriuos kas mėnesį duodame už butą.	fee	Money that every month we give for the flat.	Kas mėnesį mokame buto mokestį.	Every month we pay the flat fee.	noun
mokslininkas	Žmogus, kuris tiria gamtą ir rašo knygas.	scientist	A person who studies nature and writes books.	Mokslininkai tiria naują ligą.	The scientists study a new illness.	noun
mokytoja	Moteris, kuri klasėje dirba su vaikais.	female teacher	A woman who in the classroom works with children.	Vaikai klauso savo mokytojos.	The children listen to their female teacher.	noun
mokytojas	Žmogus, kuris klasėje aiškina vaikams naujus dalykus.	teacher	A person who in the classroom explains new things to children.	Mūsų mokytojui patinka sportas.	Our teacher likes sport.	noun
moliūgas	Didelė oranžinė daržovė; auga darže rudenį.	pumpkin	A big orange vegetable; it grows in the garden in autumn.	Rudenį valgome moliūgų sriubą.	In autumn we eat pumpkin soup.	noun
moneta	Mažas apvalus daiktas; už jį perkame duoną.	coin	A small round thing; with it we buy bread.	Kišenėje radau seną monetą.	In the pocket I found an old coin.	noun
močiutė	Mamos ar tėvo mama.	grandmother	The mother of the mother or of the father.	Savaitgalį lankome močiutę.	On the weekend we visit grandmother.	noun
musmirė	Gražus raudonas grybas miške, bet jo nevalgome.	fly agaric	A beautiful red mushroom in the forest, but we do not eat it.	Miške radome raudoną musmirę.	In the forest we found a red fly agaric.	noun
mėlynas	Tokios spalvos, kaip dangus vasarą.	blue	Of such a colour as the sky in summer.	Vaikas piešia mėlyną dangų.	The child draws a blue sky.	adj
mėnuo	Metų dalis: sausis, birželis ar gruodis.	month	A part of the year: January, June or December.	Vasaros mėnesiai yra šilti.	The summer months are warm.	noun
naktis	Laikas, kai tamsu ir žmonės miega.	night	The time when it is dark and people sleep.	Naktį vaikai miega gerai.	At night the children sleep well.	noun
naminis	Toks maistas, kurio nepirkome parduotuvėje.	home-made	Such food that we did not buy in the shop.	Mums patinka naminė duona.	We like home-made bread.	adj
naudininkas	Žodžio forma, kuri rodo, kuriam žmogui duodame daiktą.	dative case	A word form that shows to which person we give a thing.	Vaikai mokosi naudininko.	The children learn the dative case.	noun
naujas	Toks, kurį tik gavome; ne senas.	new	One that we have just got; not old.	Jie pirko naują mašiną.	They bought a new car.	adj
norvegas	Vyras iš šiaurės šalies, kur daug kalnų ir sniego.	Norwegian	A man from a northern country where there are many mountains and snow.	Viešbutyje sutikome norvegus.	In the hotel we met Norwegians.	noun
nosinė	Mažas baltas daiktas kišenėje; reikia, kai turime slogą.	handkerchief	A small white thing in the pocket; it is needed when we have a cold.	Jis turi baltą nosinę.	He has a white handkerchief.	noun
nugara	Kūno dalis už krūtinės; ji skauda po darbo.	back	A part of the body behind the chest; it hurts after work.	Po darbo man skauda nugarą.	After work my back hurts.	noun
nuobodus	Toks, kurio žiūrėti neįdomu.	boring	One that is not interesting to watch.	Vakar žiūrėjome nuobodų filmą.	Yesterday we watched a boring film.	adj
obelis	Medis, ant kurio auga raudoni vaisiai.	apple tree	A tree on which red fruit grows.	Vaikai sėdi po obelimi.	The children sit under the apple tree.	noun
obuolys	Apvalus raudonas ar žalias vaisius iš sodo.	apple	A round red or green fruit from the garden.	Vaikas valgo obuolį.	The child eats an apple.	noun
odinis	Toks, kuris padarytas iš gyvūno odos; dažnai rudas.	leather	One that is made from an animal's skin; often brown.	Jis turi juodą odinį krepšį.	He has a black leather bag.	adj
olandas	Vyras iš šalies, kur daug gėlių ir dviračių.	Dutchman	A man from the country where there are many flowers and bicycles.	Prie ežero sutikome olandą.	By the lake we met a Dutchman.	noun
orkaitė	Karšta dėžė virtuvėje, kur kepame pyragą.	oven	A hot box in the kitchen where we bake a cake.	Pyragas kepa orkaitėje.	The cake bakes in the oven.	noun
