ekranas	Televizoriaus ar kompiuterio dalis, kurioje matome vaizdą.	screen	The part of a television or a computer on which we see the picture.	Vaikai žiūri filmą dideliame ekrane.	The children watch a film on a big screen.	noun	05-laisvalaikis
seansas	Laikas, kai kine rodo vieną filmą.	screening	The time when one film is shown in the cinema.	Į vakaro seansą einame kartu.	To the evening screening we go together.	noun	05-laisvalaikis
biblioteka	Vieta, kur imame ir skaitome knygas.	library	A place where we take and read books.	Vaikai skaito knygas bibliotekoje.	The children read books in the library.	noun	05-laisvalaikis
knyga	Daug lapų su žodžiais; ją skaitome.	book	Many pages with words; we read it.	Vakare skaitau įdomią knygą.	In the evening I read an interesting book.	noun	05-laisvalaikis
pavadinimas	Žodžiai knygos ar filmo pradžioje.	title	The words at the beginning of a book or a film.	Knygos pavadinimas yra trumpas.	The book's title is short.	noun	05-laisvalaikis
autorius	Žmogus, kuris parašė knygą, dainą ar straipsnį.	author	A person who has written a book, a song or an article.	Bibliotekoje kalbėjome su autoriumi.	In the library we spoke with the author.	noun	05-laisvalaikis
puslapis	Viena knygos dalis su numeriu.	page	One part of a book with a number.	Skaitau penktą puslapį.	I read the fifth page.	noun	05-laisvalaikis
mokytis	Kai žmogus skaito ir kartoja naujus dalykus.	to learn	When a person reads and repeats new things.	Vaikai mokosi rašyti mokykloje.	The children learn to write at school.	verb	05-laisvalaikis
išmokti	Kai ilgai kartoji ir vieną dieną jau gali tai daryti pats.	to learn (master)	When you repeat for a long time and one day can already do it yourself.	Vaikas išmoko skaityti.	The child learned to read.	verb	05-laisvalaikis
studijuoti	Mokytis universitete ir laikyti egzaminus.	to study	To learn at a university and take exams.	Brolis studijuoja Vilniaus universitete.	The brother studies at Vilnius university.	verb	05-laisvalaikis
futbolas	Žaidimas, kai kamuolį spardo kojomis.	football	A game in which the ball is kicked with the feet.	Berniukai žaidžia futbolą kieme.	The boys play football in the yard.	noun	05-laisvalaikis
krepšinis	Žaidimas, kai kamuolį meta rankomis.	basketball	A game in which the ball is thrown with the hands.	Lietuvoje visi mėgsta krepšinį.	In Lithuania everybody likes basketball.	noun	05-laisvalaikis
tenisas	Žaidimas, kai du žmonės muša mažą kamuolį.	tennis	A game in which two people hit a small ball.	Vasarą žaidžiame tenisą parke.	In summer we play tennis in the park.	noun	05-laisvalaikis
kamuolys	Apvalus daiktas, kurį muša ar meta žaidime.	ball	A round thing that is hit or thrown in a game.	Berniukas meta kamuolį per tvorą.	The boy throws the ball over the fence.	noun	05-laisvalaikis
dviratis	Transportas su dviem ratais; jį miname kojomis.	bicycle	Transport with two wheels; we pedal it with our feet.	Vasarą važiuoju dviračiu į darbą.	In summer I ride a bicycle to work.	noun	05-laisvalaikis
slidės	Ilgi siauri daiktai, kuriuos žiemą dedame ant kojų.	skis	Long narrow things that in winter we put on our feet.	Žiemą vaikai važiuoja slidėmis.	In winter the children ride on skis.	noun	05-laisvalaikis
bėgti	Eiti labai greitai, kaip sportininkas.	to run	To go very fast, like a sportsman.	Vaikas bėga per kiemą.	The child runs through the yard.	verb	05-laisvalaikis
bėgioti	Dažnai ir greitai eiti parke dėl sveikatos.	to jog	To go often and fast in the park for health.	Sesuo bėgioja parke kas rytą.	The sister jogs in the park every morning.	verb	05-laisvalaikis
plaukti	Judėti vandenyje rankomis ir kojomis, kaip žuvis.	to swim	To move in the water with the arms and legs, like a fish.	Vasarą plaukiame ežere.	In summer we swim in the lake.	verb	05-laisvalaikis
žaisti	Linksmai leisti laiką su kamuoliu ar šachmatais.	to play	To spend time joyfully with a ball or chess.	Sūnus žaidžia kieme su kamuoliu.	The son plays in the yard with a ball.	verb	05-laisvalaikis
žaidimas	Tai, ką vaikai daro kieme ar prie stalo: futbolas ar šachmatai.	game	What the children do in the yard or at the table: football or chess.	Kieme vaikai pradėjo naują žaidimą.	In the yard the children began a new game.	noun	05-laisvalaikis
stadionas	Didelė vieta, kur žmonės žiūri futbolą.	stadium	A big place where people watch football.	Vakar stadione buvo daug žiūrovų.	Yesterday in the stadium there were many spectators.	noun	05-laisvalaikis
aikštelė	Maža vieta, kur vaikai žaidžia su kamuoliu.	playground	A small place where children play with a ball.	Vaikai žaidžia mažoje aikštelėje.	The children play on a small playground.	noun	05-laisvalaikis
baseinas	Vieta su vandeniu, kur žmonės plaukia.	swimming pool	A place with water where people swim.	Vaikai plaukia baseine.	The children swim in the pool.	noun	05-laisvalaikis
varžybos	Kai sportininkai žaidžia ir kas nors laimi.	competition	When sportsmen play and somebody wins.	Sportininkai važiuoja į varžybas.	The sportsmen go to the competition.	noun	05-laisvalaikis
olimpiada	Didelės sporto varžybos; visos šalys nori laimėti.	Olympics	Big sports competitions; all countries want to win.	Sportininkai ruošiasi olimpiadai.	The sportsmen prepare for the Olympics.	noun	05-laisvalaikis
dalyvauti	Būti kartu su žmonėmis varžybose ar susitikime.	to participate	To be together with people at a competition or a meeting.	Sportininkai dalyvauja varžybose.	The sportsmen participate in the competition.	verb	05-laisvalaikis
laimėti	Varžybose ar žaidime būti pirmam.	to win	At a competition or a game to be first.	Mūsų sportininkai laimėjo varžybas.	Our sportsmen won the competition.	verb	05-laisvalaikis
pralaimėti	Kai varžybose pirmas yra kitas, ne tu.	to lose	When at a competition another, not you, is first.	Vakar mūsų sportininkai pralaimėjo.	Yesterday our sportsmen lost.	verb	05-laisvalaikis
medalis	Apvalus auksinis daiktas, kurį gauna pirmas sportininkas.	medal	A round golden thing that the first sportsman receives.	Sportininkas gavo auksinį medalį.	The sportsman received a golden medal.	noun	05-laisvalaikis
klubas	Vieta, kur žmonės kartu žaidžia futbolą ar šoka.	club	A place where people together play football or dance.	Brolis eina į sporto klubą.	The brother goes to the sports club.	noun	05-laisvalaikis
laikraštis	Popierius, kuriame skaitome apie miestą ir sportą.	newspaper	Paper in which we read about the city and sport.	Tėvas skaito laikraštį prie kavos.	Father reads the newspaper by his coffee.	noun	05-laisvalaikis
žurnalas	Plona knyga su vaizdais; ją perkame parduotuvėje.	magazine	A thin book with pictures; we buy it in a shop.	Sesuo skaito žurnalus apie drabužius.	The sister reads magazines about clothes.	noun	05-laisvalaikis
tinklaraštis	Puslapis kompiuteryje, kur žmogus pasakoja apie savo gyvenimą.	blog	A page on the computer where a person tells about their life.	Vakare skaitau įdomų tinklaraštį.	In the evening I read an interesting blog.	noun	05-laisvalaikis
reklama	Žodžiai ir vaizdai, kurie siūlo pirkti daiktą.	advertisement	Words and pictures that offer to buy a thing.	Per televizorių rodo daug reklamų.	On the television they show many advertisements.	noun	05-laisvalaikis
skelbimas	Trumpi žodžiai ant sienos apie naują darbą ar butą.	announcement	Short words on the wall about a new job or a flat.	Skaičiau skelbimą apie naują butą.	I read an announcement about a new flat.	noun	05-laisvalaikis
nuotrauka	Vaizdas ant popieriaus; jį darome fotoaparatu.	photograph	A picture on paper; we make it with a camera.	Mama žiūri senas nuotraukas.	Mom looks at old photographs.	noun	05-laisvalaikis
fotografija	Kai žmogus daro daug gražių nuotraukų; jo darbas ar pomėgis.	photography	When a person makes many beautiful photographs; his work or hobby.	Studentas mokosi fotografijos.	The student learns photography.	noun	05-laisvalaikis
žurnalistas	Žmogus, kuris rašo į laikraštį.	journalist	A person who writes for a newspaper.	Kalbėjome su jaunu žurnalistu.	We spoke with a young journalist.	noun	05-laisvalaikis
kioskas	Maža parduotuvė gatvėje, kur perkame laikraščius.	kiosk	A small shop on the street where we buy newspapers.	Bilietus perkame kioske.	The tickets we buy at the kiosk.	noun	05-laisvalaikis
šventė	Diena, kai žmonės nedirba, valgo ir šoka kartu.	celebration	A day when people do not work, eat and dance together.	Per šventę visi dainavo ir šoko.	During the celebration everybody sang and danced.	noun	05-laisvalaikis
krikštynos	Šventė, kai mažas kūdikis gauna vardą bažnyčioje.	christening	A celebration when a small baby receives a name in the church.	Vakar buvome krikštynose.	Yesterday we were at the christening.	noun	05-laisvalaikis
vestuvės	Didelė šventė, kai vyras ir moteris tampa šeima.	wedding	A big celebration when a man and a woman become a family.	Vasarą buvome draugų vestuvėse.	In summer we were at friends' wedding.	noun	05-laisvalaikis
tradicija	Kai žmonės daro taip, kaip darė seneliai.	tradition	When people do as the grandparents did.	Kalbėjome apie senas tradicijas.	We spoke about old traditions.	noun	05-laisvalaikis
švęsti	Linksmai būti su draugais per gimtadienį ar Kalėdas.	to celebrate	To be joyful with friends on a birthday or Christmas.	Gimtadienį švenčiame namuose.	The birthday we celebrate at home.	verb	05-laisvalaikis
vykti	Važiuoti į kitą miestą dėl darbo ar svarbių reikalų.	to go	To drive to another city because of work or important matters.	Rytoj vykstame į svarbų susitikimą.	Tomorrow we go to an important meeting.	verb	06-keliones
važiuoti	Būti mašinoje ar autobuse ir keliauti į kitą vietą.	to ride	To be in a car or a bus and travel to another place.	Į darbą važiuoju autobusu.	To work I ride the bus.	verb	06-keliones
