dirbtinis	Toks, kurį padarė žmogus; ne iš gamtos.	artificial	Such that a person made; not from nature.	Ant stalo stovi dirbtinės gėlės.	On the table stand artificial flowers.	adj	16-spalvos-ir-savybes
dokumentas	Popierius su tavo vardu, nuotrauka ir parašu.	document	A paper with your name, photograph and signature.	Muitininkas tikrina turistų dokumentus.	The customs officer checks the tourists' documents.	noun	17-valstybe-ir-visuomene
domėtis	Norėti žinoti daug apie įdomų dalyką.	to be interested	To want to know much about an interesting thing.	Sūnus domisi automobiliais.	The son is interested in cars.	verb	04-kasdienis-gyvenimas
dovanoti	Duoti gražų daiktą draugui per šventę.	to give (as a gift)	To give a beautiful thing to a friend at a celebration.	Tėvas dovanoja sūnui dviratį.	The father gives the son a bicycle as a gift.	verb	07-santykiai-su-zmonemis
draugė	Moteris, su kuria dažnai kalbame ir einame kartu.	female friend	A woman with whom we often speak and go together.	Sesuo eina į kiną su drauge.	The sister goes to the cinema with a female friend.	noun	07-santykiai-su-zmonemis
dribsniai	Sausas maistas, kurį ryte valgome su pienu.	cereal	Dry food which in the morning we eat with milk.	Vaikai pusryčiams valgo dribsnius su pienu.	The children for breakfast eat cereal with milk.	noun	11-maistas-ir-gerimai
duona	Juodas arba baltas kepalas; valgome jį su sviestu.	bread	A black or white loaf; we eat it with butter.	Ryte valgau duonos su sūriu.	In the morning I eat bread with cheese.	noun	11-maistas-ir-gerimai
dvidešimtas	Toks, kuris eilėje eina po devyniolikto.	twentieth	One that in a row comes after the nineteenth.	Jis gyvena dvidešimtame aukšte.	He lives on the twentieth floor.	adj	15-skaiciai-ir-ivardziai
dvyliktas	Toks, kuris eilėje eina po vienuolikto.	twelfth	One that in a row comes after the eleventh.	Sūnus mokosi dvyliktoje klasėje.	The son studies in the twelfth class.	adj	15-skaiciai-ir-ivardziai
dėdė	Mamos arba tėvo brolis.	uncle	The mother's or father's brother.	Vakar mieste sutikau dėdę.	Yesterday in the city I met the uncle.	noun	07-santykiai-su-zmonemis
dėti	Imti daiktą ir palikti jį, kur reikia: ant stalo ar krepšyje.	to put	To take a thing and leave it where it is needed: on the table or in a bag.	Mama deda lėkštes ant stalo.	Mother puts plates on the table.	verb	04-kasdienis-gyvenimas
džiaugsmas	Kai žmogus labai linksmas ir šypsosi.	joy	When a person is very cheerful and smiles.	Mama verkė iš džiaugsmo.	Mother wept from joy.	noun	07-santykiai-su-zmonemis
džiaugtis	Rodyti, kad esi labai linksmas ir laimingas.	to rejoice	To show that you are very cheerful and happy.	Vaikai džiaugiasi nauju žaidimu.	The children rejoice at the new game.	verb	07-santykiai-su-zmonemis
eglė	Žalias miško medis; jį puošia per Kalėdas.	spruce	A green forest tree; it is decorated at Christmas.	Miške auga aukštos eglės.	In the forest grow tall spruces.	noun	03-gamta-regionas
eilėraštis	Gražus trumpas kūrinys, kurį vaikai mokosi mokykloje.	poem	A beautiful short work which children learn at school.	Mokinys mokykloje skaitė eilėraštį.	The pupil at school read a poem.	noun	05-laisvalaikis
ekonomistas	Specialistas, kuris žino apie pinigus, kainas ir šalies ūkį.	economist	A specialist who knows about money, prices and the country's economy.	Banke dirba jaunas ekonomistas.	In the bank works a young economist.	noun	13-darbas-ir-profesijos
elektroninis	Toks, kuris veikia kompiuteryje arba telefone.	electronic	One that works on a computer or on a telephone.	Draugui rašau elektroninį laišką.	To a friend I write an electronic letter.	adj	16-spalvos-ir-savybes
erkė	Mažas gyvūnas miške, kuris geria žmogaus kraują.	tick	A small animal in the forest which drinks a person's blood.	Miške ant kojos radau erkę.	In the forest on the leg I found a tick.	noun	03-gamta-regionas
estas	Vyras iš šiaurės šalies, kur yra Talinas.	Estonian	A man from a northern country where Tallinn is.	Latvijoje sutikome jauną estą.	In Latvia we met a young Estonian.	noun	01-asmens-tapatybe
estė	Moteris iš šiaurės šalies, kur yra Talinas.	Estonian woman	A woman from a northern country where Tallinn is.	Vakarėlyje šokome su linksma este.	At the party we danced with a cheerful Estonian woman.	noun	01-asmens-tapatybe
forma	Tai, kas parodo, ar daiktas apvalus, ilgas, ar keturkampis.	shape	That which shows whether a thing is round, long or square.	Ant popieriaus piešiame apvalias formas.	On paper we draw round shapes.	noun	16-spalvos-ir-savybes
fotelis	Minkšta ir plati kėdė, patogi ilsėtis.	armchair	A soft and wide chair, comfortable for resting.	Senelis sėdi fotelyje ir skaito.	Grandfather sits in the armchair and reads.	noun	02-pastatai-ir-namai
fotografas	Žmogus, kuris daro nuotraukas per vestuves.	photographer	A person who makes photographs at weddings.	Vestuvėse dirbo jaunas fotografas.	At the wedding worked a young photographer.	noun	13-darbas-ir-profesijos
gaidys	Jis gyvena su vištomis ir ryte žadina žmones.	rooster	It lives with the hens and in the morning wakes people.	Kaime mačiau didelį gaidį.	In the village I saw a big rooster.	noun	03-gamta-regionas
galininkas	Gramatikos forma: skaitau knygą, matau namą.	accusative case	A grammar form: I read a book, I see a house.	Vaikai mokosi galininko mokykloje.	The children learn the accusative case at school.	noun	18-kalba-ir-gramatika
galvoti	Kai žmogus tyli ir nori suprasti dalyką.	to think	When a person is silent and wants to understand a thing.	Vakare mama galvoja apie kelionę.	In the evening mother thinks about the journey.	verb	04-kasdienis-gyvenimas
galėti	Mokėti arba turėti jėgų ką nors padaryti.	to be able	To know how or to have the strength to do something.	Vaikas jau gali skaityti knygas.	The child already can read books.	verb	04-kasdienis-gyvenimas
gamta	Miškai, upės ir gyvūnai; ne miestas.	nature	Forests, rivers and animals; not the city.	Savaitgalį ilsimės gamtoje.	At the weekend we rest in nature.	noun	03-gamta-regionas
gegužė	Penktas metų mėnuo; po balandžio.	May	The fifth month of the year; after April.	Gražios gėlės žydi gegužę.	Beautiful flowers bloom in May.	noun	14-laikas-ir-orai
geltonas	Tokios spalvos yra saulė ir citrina.	yellow	Of such colour are the sun and a lemon.	Ant stalo guli geltoni obuoliai.	On the table lie yellow apples.	adj	16-spalvos-ir-savybes
gerbti	Gerai galvoti apie žmogų ir gražiai su juo elgtis.	to respect	To think well about a person and to behave nicely with him.	Vaikai gerbia savo mokytojus.	The children respect their teachers.	verb	07-santykiai-su-zmonemis
giedras	Toks dangus be debesų; matome saulę.	clear	Such a sky without clouds; we see the sun.	Vakar buvo giedra diena.	Yesterday was a clear day.	adj	14-laikas-ir-orai
giminė	Teta, dėdė, pusbrolis – ne tėvai ir ne vaikai, bet šeimos žmonės.	relatives	An aunt, an uncle, a cousin — not parents and not children, but people of the family.	Turime daug giminių Lietuvoje.	We have many relatives in Lithuania.	noun	07-santykiai-su-zmonemis
gintaras	Geltonas akmuo iš jūros; iš jo daro papuošalus.	amber	A yellow stone from the sea; from it they make jewellery.	Pajūryje radome gintaro gabalą.	On the seaside we found an amber piece.	noun	03-gamta-regionas
gira	Tai geriame vasarą; darome iš juodos duonos.	kvass	We drink this in summer; it is made from black bread.	Vasarą geriame šaltą girą.	In summer we drink cold kvass.	noun	11-maistas-ir-gerimai
graikas	Vyras iš pietų šalies, kur yra Atėnai.	Greek	A man from a southern country where Athens is.	Viešbutyje sutikome graiką.	In the hotel we met a Greek.	noun	01-asmens-tapatybe
graikė	Moteris iš pietų šalies, kur yra Atėnai.	Greek woman	A woman from a southern country where Athens is.	Kavinėje sėdėjau su jauna graike.	In the café I sat with a young Greek woman.	noun	01-asmens-tapatybe
greitas	Toks, kuriam reikia mažai laiko; ne lėtas.	quick	One that needs little time; not slow.	Važiavome greitu traukiniu į Kauną.	We rode by quick train to Kaunas.	adj	16-spalvos-ir-savybes
greitis	Kiek kilometrų automobilis važiuoja per valandą.	speed	How many kilometres a car travels in an hour.	Policija tikrina automobilių greitį.	The police check the cars' speed.	noun	06-keliones
grietinė	Balta ir rūgšti; dedame ją į barščius.	sour cream	White and sour; we put it into beetroot soup.	Į barščius dedame šaukštą grietinės.	Into the beetroot soup we put a spoon of sour cream.	noun	11-maistas-ir-gerimai
grietinėlė	Balta ir saldi; pilame ją į kavą arba tortą.	cream	White and sweet; we pour it into coffee or cake.	Į kavą pilame grietinėlės.	Into the coffee we pour cream.	noun	11-maistas-ir-gerimai
griūti	Kai senas namas krinta ant žemės.	to collapse	When an old house falls to the ground.	Per audrą griuvo medis.	During the storm a tree collapsed.	verb	04-kasdienis-gyvenimas
gruodis	Dvyliktas metų mėnuo; tada sninga ir šalta.	December	The twelfth month of the year; then it snows and is cold.	Kalėdas švenčiame gruodį.	Christmas we celebrate in December.	noun	14-laikas-ir-orai
grybauti	Eiti į mišką ir rinkti baravykus.	to gather mushrooms	To go into the forest and gather boletus mushrooms.	Rudenį močiutė grybauja miške.	In autumn grandmother gathers mushrooms in the forest.	verb	05-laisvalaikis
grąžinti	Duoti atgal daiktą, kurį buvai pasiskolinęs.	to return	To give back a thing which you had borrowed.	Knygas reikia grąžinti į biblioteką.	The books must be returned to the library.	verb	04-kasdienis-gyvenimas
himnas	Šalies daina, kurią dainuojame per didelę šventę.	anthem	A country's song which we sing at a big celebration.	Stadione visi dainavo himną.	At the stadium everyone sang the anthem.	noun	17-valstybe-ir-visuomene
ieškoti	Žiūrėti visur – spintoje, kišenėse – nes nori rasti daiktą.	to search	To look everywhere — in the wardrobe, in the pockets — because you want to find a thing.	Mama ieško raktų rankinėje.	Mother searches for keys in the handbag.	verb	04-kasdienis-gyvenimas
ilgas	Toks, kaip upė arba kelias; ne trumpas.	long	Such as a river or a road; not short.	Ji turi ilgus plaukus.	She has long hair.	adj	16-spalvos-ir-savybes
ilgis	Kiek metrų yra nuo pradžios iki pabaigos.	length	How many metres there are from the beginning to the end.	Vaikai matuoja stalo ilgį.	The children measure the table's length.	noun	15-skaiciai-ir-ivardziai
inžinierius	Specialistas, kuris stato tiltus ir taiso variklius.	engineer	A specialist who builds bridges and repairs engines.	Kalbėjau su inžinieriumi apie tiltą.	I spoke with the engineer about the bridge.	noun	13-darbas-ir-profesijos
