lova	Baldas, ant kurio miegame.	bed	A furniture piece on which we sleep.	Kambaryje stovi didelė lova.	In the room stands a big bed.	noun	02-pastatai-ir-namai
sofa	Minkštas baldas, ant kurio sėdi keli žmonės.	sofa	A soft furniture piece on which several people sit.	Svetainėje yra ruda sofa.	In the living room there is a brown sofa.	noun	02-pastatai-ir-namai
spinta	Baldas, kuriame laikome drabužius.	wardrobe	A furniture piece in which we keep clothes.	Paltas yra spintoje.	The coat is in the wardrobe.	noun	02-pastatai-ir-namai
stalas	Baldas, prie kurio valgome ir dirbame.	table	A furniture piece at which we eat and work.	Ant stalo yra knygos.	On the table are books.	noun	02-pastatai-ir-namai
antklodė	Lovoje ji yra ant mūsų, kad būtų šilta.	blanket	In bed it is on us, so that it is warm.	Žiemą reikia šiltos antklodės.	In winter we need a warm blanket.	noun	02-pastatai-ir-namai
pagalvė	Minkštas daiktas lovoje po žmogaus galva.	pillow	A soft thing in the bed under a person's head.	Mano pagalvė yra maža.	My pillow is small.	noun	02-pastatai-ir-namai
paklodė	Balta dalis lovoje, ant kurios gulime.	sheet	A white part in the bed on which we lie.	Švari paklodė yra lovoje.	A clean sheet is on the bed.	noun	02-pastatai-ir-namai
čiužinys	Minkšta didelė lovos dalis, ant kurios miegame.	mattress	A soft big part of the bed on which we sleep.	Naujas čiužinys yra geras.	The new mattress is good.	noun	02-pastatai-ir-namai
lempa	Daiktas, kuris duoda šviesą kambaryje.	lamp	A thing that gives light in the room.	Ant stalo stovi lempa.	On the table stands a lamp.	noun	02-pastatai-ir-namai
elektra	Iš jos namuose yra šviesa; ja veikia televizorius.	electricity	From it there is light in the house; by it the television works.	Šiandien nėra elektros.	Today there is no electricity.	noun	02-pastatai-ir-namai
šviesa	Kai matome – iš saulės ar lempos.	light	When we see — from the sun or a lamp.	Kambaryje daug šviesos.	In the room there is much light.	noun	02-pastatai-ir-namai
dujos	Jomis verdame maistą ant viryklės.	gas	With it we cook food on the stove.	Mes verdame ant dujų.	We cook on gas.	noun	02-pastatai-ir-namai
šildymas	Kai namuose žiemą yra šilta.	heating	When at home in winter it is warm.	Šildymas žiemą kainuoja daug.	Heating in winter costs much.	noun	02-pastatai-ir-namai
radiatorius	Daiktas prie sienos, kuris šildo kambarį.	radiator	A thing by the wall that heats the room.	Radiatorius yra po langu.	The radiator is under the window.	noun	02-pastatai-ir-namai
židinys	Vieta namuose, kur dega ugnis.	fireplace	A place in the house where fire burns.	Vakare sėdime prie židinio.	In the evening we sit by the fireplace.	noun	02-pastatai-ir-namai
krosnelė	Geležinis daiktas kambaryje; jame dega malkos ir šildo namus.	stove	An iron thing in the room; in it firewood burns and heats the house.	Vakare dedame malkas į krosnelę.	In the evening we put firewood into the stove.	noun	02-pastatai-ir-namai
įjungti	Padaryti, kad daiktas veiktų.	to turn on	To make a thing work.	Prašom įjungti šviesą.	Please turn on the light.	verb	02-pastatai-ir-namai
išjungti	Padaryti, kad daiktas neveiktų.	to turn off	To make a thing not work.	Vakare išjungiame televizorių.	In the evening we turn off the television.	verb	02-pastatai-ir-namai
dušas	Kur prausiamės po vandeniu iš viršaus.	shower	Where we wash under water from above.	Ryte einu į dušą.	In the morning I go to the shower.	noun	02-pastatai-ir-namai
vanduo	Jį geriame; jis yra upėje ir jūroje.	water	We drink it; it is in the river and the sea.	Stiklinėje yra šaltas vanduo.	In the glass there is cold water.	noun	02-pastatai-ir-namai
karštas	Labai šiltas; ne šaltas.	hot	Very warm; not cold.	Arbata dar karšta.	The tea is still hot.	adj	02-pastatai-ir-namai
šaltas	Ne šiltas, kaip ledas ar sniegas.	cold	Not warm, like ice or snow.	Žiemą oras šaltas.	In winter the weather is cold.	adj	02-pastatai-ir-namai
viryklė	Virtuvės daiktas, ant kurio verdame.	cooker	A kitchen thing on which we cook.	Sriuba verda ant viryklės.	The soup cooks on the cooker.	noun	02-pastatai-ir-namai
skalbyklė	Mašina, kurioje drabužiai su muilu ir vandeniu tampa švarūs.	washing machine	A machine in which clothes become clean with soap and water.	Skalbyklė yra vonioje.	The washing machine is in the bathroom.	noun	02-pastatai-ir-namai
džiovyklė	Mašina, kurioje šlapi drabužiai tampa sausi.	dryer	A machine in which wet clothes become dry.	Džiovyklė stovi vonioje.	The dryer stands in the bathroom.	noun	02-pastatai-ir-namai
indaplovė	Mašina, kuri plauna indus.	dishwasher	A machine that washes dishes.	Mūsų indaplovė yra nauja.	Our dishwasher is new.	noun	02-pastatai-ir-namai
upė	Vanduo, kuris teka per laukus ir miestus.	river	Water that flows through fields and cities.	Nemunas yra ilga upė.	The Nemunas is a long river.	noun	03-gamta-regionas
ežeras	Vanduo vienoje vietoje tarp laukų ir miškų.	lake	Water in one place among fields and forests.	Vasarą maudomės ežere.	In summer we bathe in the lake.	noun	03-gamta-regionas
jūra	Labai didelis sūrus vanduo.	sea	Very big salty water.	Vasarą važiuojame prie jūros.	In summer we go to the sea.	noun	03-gamta-regionas
laukas	Didelė vieta be namų, kur auga augalai.	field	A big place without houses, where plants grow.	Už kaimo yra didelis laukas.	Beyond the village there is a big field.	noun	03-gamta-regionas
kalnas	Labai aukšta žemės vieta.	mountain	A very high place of the earth.	Tas kalnas yra aukštas.	That mountain is high.	noun	03-gamta-regionas
miškas	Vieta, kur auga daug medžių.	forest	A place where many trees grow.	Vasarą einame į mišką.	In summer we go to the forest.	noun	03-gamta-regionas
sala	Žemė, aplink kurią yra vanduo.	island	Land around which there is water.	Maža sala yra ežere.	A small island is in the lake.	noun	03-gamta-regionas
vaizdas	Tai, ką matome pro langą ar nuo kalno.	view	That which we see through the window or from a mountain.	Nuo kalno matome gražų vaizdą.	From the mountain we see a beautiful view.	noun	03-gamta-regionas
rajonas	Miesto dalis, kurioje žmonės gyvena; ten daug namų.	district	A part of the city where people live; there are many houses there.	Mes gyvename naujame rajone.	We live in a new district.	noun	03-gamta-regionas
centras	Vieta miesto viduryje.	centre	A place in the middle of the city.	Senamiestis yra centre.	The old town is in the centre.	noun	03-gamta-regionas
senamiestis	Sena ir graži miesto dalis su siauromis gatvėmis ir bažnyčiomis.	old town	An old and beautiful part of the city with narrow streets and churches.	Vilniaus senamiestis yra didelis.	Vilnius' old town is big.	noun	03-gamta-regionas
parkas	Vieta mieste su medžiais ir gėlėmis.	park	A place in the city with trees and flowers.	Ryte bėgioju parke.	In the morning I jog in the park.	noun	03-gamta-regionas
aikštė	Didelė vieta be namų miesto centre.	square	A big place without houses in the city centre.	Katedros aikštė yra Vilniuje.	Cathedral square is in Vilnius.	noun	03-gamta-regionas
fabrikas	Vieta, kur žmonės siuva drabužius ar daro saldainius.	factory	A place where people sew clothes or make sweets.	Mama dirba saldainių fabrike.	Mom works in a sweets factory.	noun	03-gamta-regionas
gyvūnas	Arklys, karvė, vilkas ar lapė.	animal	A horse, a cow, a wolf or a fox.	Ūkyje yra daug gyvūnų.	On the farm there are many animals.	noun	03-gamta-regionas
arklys	Didelis stiprus gyvūnas ūkyje.	horse	A big strong animal on the farm.	Arklys bėga per lauką.	The horse runs through the field.	noun	03-gamta-regionas
karvė	Ūkio gyvūnas, kuris duoda pieną.	cow	A farm animal that gives milk.	Karvė yra lauke.	The cow is in the field.	noun	03-gamta-regionas
kiškis	Mažas greitas gyvūnas ilgomis ausimis.	hare	A small fast animal with long ears.	Kiškis bėga į mišką.	The hare runs into the forest.	noun	03-gamta-regionas
lapė	Rudas protingas miško gyvūnas.	fox	A brown clever forest animal.	Lapė gyvena miške.	The fox lives in the forest.	noun	03-gamta-regionas
musė	Mažas juodas vabzdys prie maisto vasarą.	fly	A small black insect near food in summer.	Musė skrenda virtuvėje.	A fly flies in the kitchen.	noun	03-gamta-regionas
uodas	Mažas vabzdys, kuris geria kraują vasarą.	mosquito	A small insect that drinks blood in summer.	Vakare prie ežero yra daug uodų.	In the evening by the lake there are many mosquitoes.	noun	03-gamta-regionas
vilkas	Didelis pilkas miško gyvūnas.	wolf	A big grey forest animal.	Vilkai gyvena dideliame miške.	Wolves live in a big forest.	noun	03-gamta-regionas
augalas	Gėlė, medis ar žolė – tai, kas žalia ir gyva.	plant	A flower, a tree or grass — that which is green and alive.	Kambaryje yra žali augalai.	In the room there are green plants.	noun	03-gamta-regionas
medis	Didelis aukštas augalas miške ar parke.	tree	A big tall plant in the forest or the park.	Prie namo auga senas medis.	By the house grows an old tree.	noun	03-gamta-regionas
