kiekis	Skaičius, rodantis, ar daiktų daug, ar mažai.	quantity	A number showing whether there are many things or few.	Gydytojas matuoja cukraus kiekį.	The doctor measures the sugar quantity.	noun
kietas	Toks kaip akmuo ar ledas; ne minkštas.	hard	Such as a stone or ice; not soft.	Sausainiai buvo labai kieti.	The biscuits were very hard.	adj
kilimas	Minkšta medžiaga ant grindų kambaryje.	carpet	A soft material on the floor in the room.	Vaikai žaidžia ant kilimo.	The children play on the carpet.	noun
kilmininkas	Antra žodžio forma: mamos, namo, vaiko.	genitive case	The second form of a word: mamos, namo, vaiko.	Mokytojas aiškina kilmininko formas.	The teacher explains the genitive case forms.	noun
kirpykla	Vieta, kur eina žmogus, kai plaukai per ilgi.	hair salon	A place where a person goes when the hair is too long.	Sesuo dirba naujoje kirpykloje.	The sister works in a new hair salon.	noun
kirpėjas	Žmogus, kuris dirba su žirklėmis ir plaukais.	hairdresser	A person who works with scissors and hair.	Kirpėjui reikia gerų žirklių.	The hairdresser needs good scissors.	noun
kišenė	Vieta drabužyje, kur dedame raktus ar pinigus.	pocket	A place in clothing where we put keys or money.	Raktai yra švarko kišenėje.	The keys are in the jacket's pocket.	noun
klientas	Žmogus, kuris perka daiktus ar moka už darbą.	client	A person who buys things or pays for work.	Bankas turi daug klientų.	The bank has many clients.	noun
klijuoti	Jungti du popieriaus lapus, kad jie taptų vienu.	to glue	To join two sheets of paper so that they become one.	Vaikai klijuoja nuotraukas į sąsiuvinį.	The children glue photographs into the notebook.	verb
koks	Žodis klausimui apie daikto spalvą, dydį ar formą.	what kind	A word for a question about a thing's colour, size or form.	Kokią knygą tu skaitai?	What kind of book are you reading?	adj
kokteilis	Sultys su alkoholiu ir ledais; geriame bare.	cocktail	Juice with alcohol and ice; we drink it at the bar.	Bare užsisakiau saldų kokteilį.	At the bar I ordered a sweet cocktail.	noun
komandiruotė	Kelionė į kitą miestą dėl darbo.	business trip	A journey to another city for work.	Direktorius yra komandiruotėje Vilniuje.	The director is on a business trip in Vilnius.	noun
konteineris	Didelė dėžė šiukšlėms kieme.	container	A big box for rubbish in the yard.	Šiukšles nešame į konteinerį.	We carry the rubbish to the container.	noun
kopija	Antras dokumentas; jis toks kaip pirmas.	copy	A second document; it is like the first one.	Duokite man dokumento kopiją.	Give me the document's copy.	noun
kopūstas	Apvalus žalias augalas su daug lapų; auga darže.	cabbage	A round green plant with many leaves; it grows in the garden.	Sriubą verdame su kopūstais.	We cook the soup with cabbages.	noun
kovas	Trečias metų mėnuo; po jo yra balandis.	March	The third month of the year; after it comes April.	Kovą dar labai šalta.	In March it is still very cold.	noun
košė	Minkštas šiltas valgis iš kruopų ir pieno; valgome per pusryčius.	porridge	A soft warm dish of groats and milk; we eat it at breakfast.	Vaikas valgo košę su uogiene.	The child eats porridge with jam.	noun
krantas	Sausa vieta prie jūros ar upės.	shore	A dry place by the sea or the river.	Vaikai bėgioja jūros krante.	The children jog on the sea shore.	noun
kriauklė	Vieta virtuvėje, kur plauname indus.	sink	A place in the kitchen where we wash the dishes.	Indai stovi kriauklėje.	The dishes stand in the sink.	noun
kriaušė	Saldus geltonas vaisius; auga sode.	pear	A sweet yellow fruit; it grows in the orchard.	Močiutė pjausto kriaušes.	Grandmother slices pears.	noun
krūtinė	Kūno dalis tarp kaklo ir pilvo.	chest	A part of the body between the neck and the belly.	Ligoniui skauda krūtinę.	The patient's chest hurts.	noun
kumpis	Rūkyta kiaulės mėsa; dedame ant duonos.	ham	Smoked pig meat; we put it on bread.	Valgau sumuštinį su kumpiu ir sūriu.	I eat a sandwich with ham and cheese.	noun
kuprinė	Maišas ant nugaros knygoms nešti.	backpack	A bag on the back for carrying books.	Vaikas deda knygas į kuprinę.	The child puts books into the backpack.	noun
kurti	Daryti naują dalyką, kurio dar nebuvo.	to create	To make a new thing that did not exist before.	Dailininkas kuria naują paveikslą.	The artist creates a new painting.	verb
kūdikis	Labai mažas vaikas, kuris dar nekalba.	baby	A very small child who does not yet speak.	Mama neša kūdikį per kambarį.	The mother carries the baby through the room.	noun
kūrinys	Nauja knyga, daina ar paveikslas.	work, piece	A new book, song or painting.	Koncerte girdėjome naują kūrinį.	At the concert we heard a new piece.	noun
laikai	Metai, kai gyveno seneliai ir jų tėvai.	times	The years when the grandparents and their parents lived.	Senais laikais žmonės gyveno kaime.	In old times people lived in the village.	noun
laikas	Valandos ir minutės, kurios eina viena po kitos.	time	Hours and minutes that go one after another.	Šiandien neturiu laiko ilgai kalbėti.	Today I have no time to talk long.	noun
laimingas	Toks, kuris džiaugiasi ir šypsosi.	happy	One who rejoices and smiles.	Vaikai buvo labai laimingi.	The children were very happy.	adj
laimė	Didelis džiaugsmas; kai gyvenimas yra geras.	happiness	A great joy; when life is good.	Linkiu tau daug laimės.	I wish you much happiness.	noun
laipsnis	Skaičius ant termometro; rodo, ar oras šaltas.	degree	A number on the thermometer; it shows whether the air is cold.	Šiandien lauke tik keli laipsniai.	Today outside there are only a few degrees.	noun
laiptinė	Namo dalis, kur žmonės lipa į savo aukštą.	stairwell	A part of the house where people climb to their floor.	Kaimynas stovi laiptinėje.	The neighbour stands in the stairwell.	noun
lapkritis	Vienuoliktas metų mėnuo; tada šalta ir lyja.	November	The eleventh month of the year; then it is cold and it rains.	Lapkritį dažnai lyja.	In November it often rains.	noun
latvis	Žmogus iš šalies į šiaurę nuo Lietuvos.	Latvian	A person from the country to the north of Lithuania.	Mano kaimynas kalba su latviu.	My neighbour speaks with a Latvian.	noun
laukti	Stovėti stotelėje, kol atvažiuos autobusas; žiūrėti į laikrodį.	to wait	To stand at the stop until the bus arrives; to look at the clock.	Draugė laukia manęs prie kino.	The friend waits for me by the cinema.	verb
laužas	Šakos, kurios dega lauke prie ežero.	bonfire	Branches that burn outside by the lake.	Vaikai deda šakas į laužą.	The children put branches into the bonfire.	noun
lašiša	Didelė žuvis su raudona mėsa.	salmon	A big fish with red meat.	Vakarienei kepame lašišą.	For dinner we bake salmon.	noun
ledai	Šaltas saldus valgis iš pieno; valgome vasarą.	ice cream	A cold sweet food of milk; we eat it in summer.	Vaikai valgo ledus parke.	The children eat ice cream in the park.	noun
leisti	Sakyti, kad kitas žmogus gali tai daryti.	to allow	To say that another person may do it.	Tėvai leidžia vaikams žiūrėti televizorių.	The parents allow the children to watch television.	verb
lengvas	Toks, kurį padaryti nesunku; ne sunkus.	easy	One that is not hard to do; not difficult.	Mokytoja davė lengvą užduotį.	The teacher gave an easy task.	adj
lenkas	Žmogus iš didelės šalies į pietus nuo Lietuvos.	Pole	A person from the big country to the south of Lithuania.	Autobuse sutikau du lenkus.	In the bus I met two Poles.	noun
lentelė	Popierius, kuriame eilėmis rašome skaičius.	table	A paper on which we write numbers in rows.	Mokytojas rodo skaičius lentelėje.	The teacher shows numbers in the table.	noun
lieknas	Toks, kurio kūnas plonas ir gražus.	slim	One whose body is thin and beautiful.	Mergina buvo aukšta ir liekna.	The girl was tall and slim.	adj
liemenė	Šiltas drabužis be rankovių; jį nešioja ant marškinių.	waistcoat	A warm garment without sleeves; it is worn over a shirt.	Jis nešioja odinę liemenę.	He wears a leather waistcoat.	noun
liemenėlė	Moters drabužis po palaidine, ant krūtinės.	bra	A woman's garment under the blouse, on the chest.	Parduotuvėje pirkau naują liemenėlę.	In the shop I bought a new bra.	noun
liepa	Septintas metų mėnuo; tada labai karšta.	July	The seventh month of the year; then it is very hot.	Liepą važiuojame prie jūros.	In July we drive to the sea.	noun
liesas	Toks, kuris per daug plonas; jam reikia valgyti.	skinny	One who is too thin; he needs to eat.	Katinas buvo mažas ir liesas.	The cat was small and skinny.	adj
lietuvė	Moteris, kuri gimė šalyje prie Nemuno.	woman from Lithuania	A woman who was born in the country by the Nemunas.	Londone sutikau jauną lietuvę.	In London I met a young Lithuanian woman.	noun
limonadas	Saldus vanduo su citrina; geriame šaltą.	lemonade	Sweet water with lemon; we drink it cold.	Vaikai geria šaltą limonadą.	The children drink cold lemonade.	noun
linksniavimas	Kai žodį keičiame ir sakome: namas, namo, namui, namą.	declension	When we change a word and say: namas, namo, namui, namą.	Pamokoje mokomės žodžių linksniavimo.	In the lesson we learn word declension.	noun
