pusbrolis	Dėdės arba tetos sūnus.	male cousin	An uncle's or an aunt's son.	Aš žaidžiu su pusbroliu.	I play with the male cousin.	noun
pusryčiauti	Valgyti maistą anksti ryte.	to have breakfast	To eat food early in the morning.	Mes pusryčiaujame virtuvėje.	We have breakfast in the kitchen.	verb
pusseserė	Dėdės arba tetos duktė.	female cousin	An uncle's or an aunt's daughter.	Mano pusseserės vardas yra Ona.	My female cousin's name is Ona.	noun
pusė	Tai 50 procentų: 30 minučių iš valandos.	half	That is 50 percent: 30 minutes out of an hour.	Aš valgau pusę obuolio.	I eat half of an apple.	noun
pyragas	Saldus valgis su obuoliais, keptas orkaitėje.	cake	A sweet food with apples, baked in the oven.	Močiutė kepa obuolių pyragą.	Grandmother bakes an apple cake.	noun
pėda	Apatinė kojos dalis, kurią dedame į batą.	foot	The lower part of the leg, which we put into a shoe.	Batas per mažas mano pėdai.	The shoe is too small for my foot.	noun
pūga	Stiprus vėjas su sniegu žiemą.	blizzard	A strong wind with snow in winter.	Dėl pūgos autobusai nevažiavo.	Because of the blizzard the buses did not go.	noun
rasti	Kai ilgai ieškai daikto ir pagaliau jį turi.	to find	When you look for a thing for a long time and finally have it.	Vakar radau raktus po stalu.	Yesterday I found the keys under the table.	verb
raudonas	Tokios spalvos kaip kraujas arba rožė.	red	Of such colour as blood or a rose.	Ji nešioja raudoną suknelę.	She wears a red dress.	adj
reikėti	Kai be daikto negali gyventi ar dirbti.	to need	When without a thing you cannot live or work.	Man reikia naujų batų.	I need new shoes.	verb
rengti	Daryti planą ir kviesti žmones į koncertą.	to organize	To make a plan and invite people to a concert.	Mokykla rengia didelę šventę.	The school organizes a big party.	verb
režisierius	Žmogus, kuris kuria filmą ar spektaklį.	director	A person who creates a film or a play.	Aktoriai kalbėjo su režisieriumi.	The actors spoke with the director.	noun
rudas	Tokios spalvos kaip medžio kamienas arba kava.	brown	Of such colour as a tree trunk or coffee.	Katė turi rudas akis.	The cat has brown eyes.	adj
rugpjūtis	Vasaros mėnuo prieš rudenį.	August	A summer month before autumn.	Rugpjūtį važiuojame prie jūros.	In August we go to the sea.	noun
rugsėjis	Pirmas rudens mėnuo po rugpjūčio.	September	The first autumn month after August.	Rugsėjį vaikai grįžta į mokyklą.	In September the children return to school.	noun
rumunas	Vyras iš Rumunijos.	Romanian	A man from Romania.	Kalbėjau su rumunu apie darbą.	I spoke with a Romanian about work.	noun
ruoštis	Daryti darbus prieš kelionę ar šventę.	to get ready	To do work before a journey or a party.	Vaikai ruošiasi egzaminui mokykloje.	The children get ready for the exam at school.	verb
rytai	Ta pusė, kur teka saulė.	east	That side where the sun rises.	Vėjas pučia iš rytų.	The wind blows from the east.	noun
rytas	Dienos pradžia, kai keliamės iš lovos.	morning	The start of the day, when we get up from bed.	Aš visada geriu kavą ryte.	I always drink coffee in the morning.	noun
ryškus	Toks, kuris labai šviečia arba turi stiprią spalvą.	bright	One that shines very much or has a strong colour.	Lempos šviesa buvo labai ryški.	The lamp's light was very bright.	adj
rūgpienis	Jį geriame; jis baltas, rūgštus, iš karvės.	sour milk	We drink it; it is white, sour, from a cow.	Vasarą mėgstu šaltą rūgpienį.	In summer I like cold sour milk.	noun
rūgštus	Toks, kaip citrina; ne saldus.	sour	Such as a lemon; not sweet.	Obuoliai dar žali ir rūgštūs.	The apples are still green and sour.	adj
rūkyti	Traukti į burną dūmus; nuo to serga plaučiai.	to smoke	To pull smoke into the mouth; from it the lungs get ill.	Jis rūko lauke prie durų.	He smokes outside by the door.	verb
rūsys	Tamsus kambarys po namu.	cellar	A dark room under the house.	Obuolius laikome rūsyje.	We keep the apples in the cellar.	noun
rūta	Mažas žalias augalas Lietuvos soduose.	rue	A small green plant in Lithuanian gardens.	Merginos pina vainiką iš rūtų.	The girls weave a wreath from rue.	noun
saga	Mažas apvalus daiktas ant marškinių.	button	A small round thing on a shirt.	Mama siuva sagą prie palto.	Mother sews a button onto the coat.	noun
sakyti	Kalbėti žodžius kitam žmogui.	to say	To speak words to another person.	Mama sako, kad reikia miegoti.	Mother says that it is necessary to sleep.	verb
saldainis	Mažas daiktas iš cukraus, kurį mėgsta vaikai.	sweet	A small thing made of sugar which children love.	Močiutė davė vaikams saldainių.	Grandmother gave the children sweets.	noun
saldus	Toks, kaip cukrus arba medus; ne rūgštus.	sweet	Such as sugar or honey; not sour.	Vaikai mėgsta saldų pyragą.	Children love sweet cake.	adj
saugus	Toks, kuris nepavojingas žmonėms.	safe	One that is not dangerous to people.	Vaikai žaidžia saugioje vietoje.	The children play in a safe place.	adj
saulėgrąža	Labai didelė geltona gėlė sode.	sunflower	A very big yellow flower in the garden.	Lauke auga didelės saulėgrąžos.	In the field grow big sunflowers.	noun
saulėtas	Toks oras, kai danguje nematyti debesų ir šviesu.	sunny	Such weather when no clouds are seen in the sky and it is light.	Vakar buvo saulėta diena.	Yesterday was a sunny day.	adj
sausainis	Mažas kietas valgis prie arbatos.	biscuit	A small hard food with tea.	Vaikai valgo sausainius su pienu.	The children eat biscuits with milk.	noun
sausas	Toks, kuris neturi vandens; ne šlapias.	dry	One that has no water; not wet.	Vasarą žemė buvo labai sausa.	In summer the earth was very dry.	adj
sausis	Pirmas metų mėnuo, kai daug sniego.	January	The first month of the year, when there is much snow.	Sausio naktys yra ilgos ir šaltos.	January nights are long and cold.	noun
savaitė	Laikas nuo pirmadienio iki sekmadienio.	week	The time from Monday to Sunday.	Kitą savaitę važiuoju į Kauną.	Next week I go to Kaunas.	noun
segtuvas	Daiktas, kuriame laikome popierius ir laiškus.	folder	A thing in which we keep papers and letters.	Dokumentai guli segtuve.	The documents lie in the folder.	noun
