padavėja	Moteris, kuri restorane neša maistą prie stalo.	waitress	A woman who in a restaurant carries food to the table.	Restorane dirba kelios padavėjos.	In the restaurant work several waitresses.	noun	11-maistas-ir-gerimai
padažas	Skanus dalykas, kurį dedame ant mėsos ar salotų.	sauce	A tasty thing that we put on meat or salad.	Prie mėsos valgome padažą.	With the meat we eat sauce.	noun	11-maistas-ir-gerimai
pajūris	Lietuvos dalis prie vandens, kur yra Klaipėda.	seaside	The part of Lithuania by the water where Klaipėda is.	Vasarą ilsimės pajūryje.	In summer we rest at the seaside.	noun	03-gamta-regionas
pakeisti	Dėti naują daiktą ten, kur buvo senas.	to change	To put a new thing where the old one was.	Seną lempą reikia pakeisti.	The old lamp must be changed.	verb	04-kasdienis-gyvenimas
pakuoti	Dėti daiktus į dėžę ar lagaminą prieš kelionę.	to pack	To put things into a box or a suitcase before a journey.	Prieš kelionę pakuojame lagaminus.	Before the journey we pack the suitcases.	verb	06-keliones
palapinė	Namas iš medžiagos, kuriame miegame gamtoje.	tent	A house of fabric in which we sleep in nature.	Miške miegojome palapinėje.	In the forest we slept in a tent.	noun	05-laisvalaikis
paplūdimys	Vieta prie vandens, kur žmonės maudosi ir guli saulėje.	beach	A place by the water where people bathe and lie in the sun.	Vaikai žaidžia paplūdimyje.	The children play on the beach.	noun	03-gamta-regionas
paprastas	Toks, kurį lengva suprasti; ne sunkus.	simple	One that is easy to understand; not hard.	Mokytoja davė paprastą užduotį.	The teacher gave a simple task.	adj	16-spalvos-ir-savybes
para	Diena ir naktis kartu.	twenty-four hours	A day and a night together.	Kelionė truko parą.	The journey lasted twenty-four hours.	noun	14-laikas-ir-orai
paroda	Renginys, kuriame kurį laiką rodomi paveikslai ar nuotraukos.	exhibition	An event at which paintings or photographs are shown for a time.	Vakar buvome dailės parodoje.	Yesterday we were at the art exhibition.	noun	05-laisvalaikis
pasivaikščioti	Lėtai eiti parke, kad pailsėtum.	to stroll	To walk slowly in the park in order to rest.	Vakare pasivaikščiojome po miestą.	In the evening we strolled around the city.	verb	05-laisvalaikis
pastatas	Didelis namas mieste, kur dirba žmonės.	building	A big house in the city where people work.	Mokykla yra dideliame pastate.	The school is in a big building.	noun	02-pastatai-ir-namai
patarti	Sakyti žmogui, ką jam geriau daryti.	to advise	To tell a person what is better for him to do.	Gydytojas patarė gerti vandenį.	The doctor advised to drink water.	verb	07-santykiai-su-zmonemis
pati	Šnekamojoje kalboje vyras taip vadina savo žmoną.	wife	In colloquial speech this is what a man calls his wife.	Jis pirko gėlių savo pačiai.	He bought flowers for his wife.	noun	07-santykiai-su-zmonemis
patogus	Toks, kuriame gera sėdėti ar gulėti.	comfortable	One in which it is good to sit or lie.	Ši kėdė yra labai patogi.	This chair is very comfortable.	adj	16-spalvos-ir-savybes
pavaduotojas	Darbuotojas, kuris dirba už viršininką, kai tas serga.	deputy	An employee who works in place of the boss when he is ill.	Direktoriaus pavaduotojas kalbėjo su tėvais.	The director's deputy spoke with the parents.	noun	13-darbas-ir-profesijos
paveikslas	Gražus dalykas ant sienos, kurį piešė dailininkas.	painting	A beautiful thing on the wall which an artist painted.	Muziejuje matėme senų paveikslų.	In the museum we saw old paintings.	noun	05-laisvalaikis
pavojingas	Toks, prie kurio žmogus gali susižeisti.	dangerous	One near which a person can get hurt.	Kelionė naktį buvo pavojinga.	The journey at night was dangerous.	adj	16-spalvos-ir-savybes
paštetas	Minkštas valgis iš mėsos; jį valgome su duona.	pâté	A soft food from meat; we eat it with bread.	Ant duonos dedu paštetą.	On the bread I put pâté.	noun	11-maistas-ir-gerimai
